# timestamp tx ty tz qx qy qz qw
33347.202974464 0.009120902 0.007148352 0.001456787 0.544128584 -0.456530634 -0.444895542 0.545501440
33347.243030610 -0.001589783 0.006181068 0.000492888 0.545650104 -0.451662589 -0.432987270 0.557484434
33347.282934621 -0.044443165 -0.009218951 0.000473609 0.542332820 -0.447133245 -0.424312118 0.570881949
33347.322987694 -0.041972215 -0.002485541 0.005487334 0.543632680 -0.438597787 -0.422963133 0.577232777
33347.363025766 -0.060401880 -0.017283824 0.020293263 0.532083461 -0.427472375 -0.426750463 0.593328409
33347.402940714 -0.046278031 -0.004959982 0.035315309 0.517435098 -0.423922187 -0.424474315 0.610223282
33347.442988631 -0.036955703 0.009461666 0.053804499 0.506944197 -0.429940463 -0.418222997 0.619070517
33347.482947068 -0.040771518 0.031984252 0.083350793 0.501902690 -0.440307017 -0.411714459 0.620253678
33347.523013787 -0.027101967 0.041022332 0.114478791 0.499465076 -0.459403532 -0.386304729 0.624701279
33347.562980246 -0.017363858 0.056942486 0.151613592 0.495234320 -0.484687472 -0.352551129 0.628910744
33347.602990975 0.026064343 0.081872608 0.188457336 0.503592017 -0.508532327 -0.306907734 0.627373570
33347.642993110 0.084501511 0.106919522 0.220874935 0.517824175 -0.522414799 -0.256388165 0.627061408
33347.682925037 0.120341078 0.142419413 0.248036788 0.535135573 -0.518800534 -0.210619825 0.632546610
33347.722940037 0.154477484 0.178297378 0.267090340 0.544032921 -0.505783659 -0.179631015 0.644937028
33347.762940350 0.204012391 0.209870320 0.274183156 0.545362748 -0.478559723 -0.155727150 0.670305244
33347.802978006 0.247984210 0.244342446 0.272453471 0.548351170 -0.440872954 -0.145827061 0.695468547
33347.842976756 0.295909510 0.273103861 0.263689225 0.554930846 -0.410550681 -0.150245719 0.707761343
33347.882933422 0.337085992 0.295558113 0.255980016 0.560792975 -0.388515774 -0.153176459 0.714915174
33347.922937329 0.380510024 0.311209861 0.249901591 0.559832892 -0.376798758 -0.159577861 0.720516992
33347.962945975 0.408787928 0.320119425 0.245036784 0.550750213 -0.369320229 -0.170630029 0.728808729
33348.003061235 0.435532013 0.326486929 0.238772909 0.545940647 -0.360842253 -0.184297291 0.733332248
33348.043001704 0.458103199 0.330502671 0.233151940 0.546979301 -0.347825321 -0.211679147 0.731452752
33348.082998422 0.479575636 0.332524718 0.226892982 0.544950528 -0.336333834 -0.262219716 0.721906708
33348.122990662 0.493570284 0.332646596 0.220616488 0.534337787 -0.327268156 -0.321078390 0.710131925
33348.162971860 0.505041670 0.331053036 0.215727510 0.508880149 -0.324222929 -0.393046473 0.693855140
33348.202938266 0.507708578 0.328015304 0.214552703 0.462199860 -0.324192672 -0.481430552 0.670443901
33348.242947277 0.502972994 0.329686693 0.217630831 0.404007989 -0.320101664 -0.566693659 0.642783607
33348.282936391 0.496667974 0.332249799 0.228872044 0.348284671 -0.312331827 -0.633202896 0.616604176
33348.323035922 0.487255199 0.339218962 0.239718848 0.291736564 -0.309004641 -0.692741900 0.582678787
33348.363003579 0.474840475 0.347454073 0.250561996 0.233334420 -0.314835885 -0.744585541 0.540394102
33348.403002901 0.460202644 0.356535641 0.259543053 0.176245080 -0.323514155 -0.787348624 0.494326215
33348.442955870 0.446814132 0.369454366 0.265367868 0.133741208 -0.335513464 -0.820018998 0.443973928
