# timestamp tx ty tz qx qy qz qw
173373.663450729 0.036028220 0.004988133 0.012171173 -0.896462381 -0.057898891 0.436157832 0.052623797
173373.696784678 0.055101504 -0.000946462 0.026628459 -0.935318348 -0.086282686 0.336678779 0.066198833
173373.730118628 0.072755094 -0.011593997 0.047740917 -0.958053713 -0.093148841 0.260808083 0.073725987
173373.763452577 0.086052818 -0.026973983 0.072973129 -0.968211209 -0.066752348 0.228081793 0.078037641
173373.796786526 0.093427271 -0.045358962 0.099078539 -0.966566218 -0.008744224 0.242883476 0.081736781
173373.830120475 0.094284278 -0.064515744 0.124628424 -0.949282269 0.069323244 0.295396693 0.082451530
173373.863454424 0.089980658 -0.082619221 0.152354939 -0.914984678 0.149006971 0.365821538 0.082307736
173373.896788374 0.083894026 -0.098043584 0.184441592 -0.871202792 0.209354495 0.436255806 0.082808592
173373.930122323 0.079434236 -0.112542363 0.219924211 -0.830685921 0.235639804 0.497398938 0.083839609
173373.963456272 0.079542403 -0.122402539 0.257629088 -0.805938652 0.224681055 0.540493159 0.088591527
173373.996790221 0.083392885 -0.143631509 0.295395616 -0.797041081 0.177192963 0.568111070 0.102849314
173374.030124171 0.093643844 -0.155236865 0.335743200 -0.802248906 0.100096927 0.575291202 0.124166545
173374.063458120 0.106326291 -0.168042470 0.368142869 -0.811118174 0.023491630 0.564750852 0.150306108
173374.096792069 0.121622586 -0.184664022 0.395465091 -0.816742535 -0.040158973 0.548350815 0.175015063
173374.130126018 0.138759954 -0.205720652 0.415689949 -0.816333870 -0.073194254 0.541218677 0.187946688
173374.163459967 0.157407456 -0.230571769 0.427741326 -0.811823063 -0.069046079 0.549532182 0.184906285
173374.196793917 0.177135916 -0.258087446 0.432254248 -0.805405283 -0.037450758 0.568201923 0.164518527
173374.230127866 0.199360143 -0.287405616 0.432332805 -0.799291146 0.002072983 0.583879813 0.142175002
173374.263461815 0.224391182 -0.316818308 0.429068110 -0.801971969 0.032220716 0.584374781 0.119619821
173374.296795764 0.251466398 -0.344861704 0.423150780 -0.812011409 0.046827734 0.573271965 0.099014587
173374.330129713 0.280805112 -0.371510048 0.415246134 -0.826290903 0.052970928 0.554588048 0.082882580
173374.363463663 0.310851957 -0.397246064 0.404578539 -0.838803811 0.062804266 0.537254479 0.061817599
173374.396797612 0.340728134 -0.422470497 0.390829583 -0.843235707 0.090817858 0.528553736 0.036559645
173374.430131561 0.371240233 -0.446729879 0.374978311 -0.842183787 0.134680039 0.521976915 0.011307342
173374.463465510 0.403020331 -0.469153955 0.357837331 0.838328782 -0.188777779 -0.511370046 0.008275265
173374.496799460 0.434814956 -0.487768818 0.340502363 0.840166965 -0.233341946 -0.489195918 0.018930416
173374.530133409 0.461078458 -0.502356473 0.329381463 0.857903733 -0.228358758 -0.460001748 0.015869890
173374.563467358 0.475457226 -0.517598355 0.323460119 0.875315650 -0.186002091 -0.445792638 0.022240945
173374.596801307 0.482804365 -0.532827595 0.316011521 0.881325303 -0.156023363 -0.444544984 0.036085690
173374.630135256 0.489641399 -0.547941483 0.310492808 0.874863766 -0.159906945 -0.454925303 0.045674155
