#host_mono_ns,byte_offset,bytes
173356727862085,5551,42
173356729001512,5593,42
173356730096199,5635,42
173356731083439,5677,20
173356731154480,5697,42
173356732147553,5739,42
173356733215418,5781,42
173356734280678,5823,42
173356735348751,5865,42
173356736418126,5907,42
173356736489741,5949,42
173356737485887,5991,42
173356738561408,6033,42
173356739615783,6075,42
173356740969220,6117,42
173356742024949,6159,42
173356743091460,6201,42
173356744270783,6243,42
173356745334064,6285,42
173356746401147,6327,42
173356747471303,6369,42
173356747543074,6411,42
173356748636668,6453,42
173356749704637,6495,42
173356750795678,6537,42
173356751858647,6579,42
173356752924012,6621,42
173356753993283,6663,42
173356755062762,6705,42
173356756131095,6747,42
173356757202189,6789,42
173356758274897,6831,42
173356759339272,6873,42
173356760535574,6915,42
173356761479480,6957,42
173356762547501,6999,42
173356763610835,7041,42
173356763682658,7083,20
173356764679897,7103,42
173356764749949,7145,42
173356765747189,7187,42
173356766814168,7229,42
173356767880158,7271,42
173356768947189,7313,42
173356770122501,7355,42
173356771114324,7397,42
173356772271512,7439,42
173356773333387,7481,42
173356774397970,7523,42
173356775462710,7565,42
173356776530105,7607,42
173356777599168,7649,42
173356778670887,7691,42
173356778744585,7733,42
173356779750783,7775,42
173356780839012,7817,42
173356781993074,7859,42
173356783057918,7901,42
173356784124741,7943,42
173356785194585,7985,42
173356786262397,8027,42
173356787329012,8069,42
173356788395991,8111,42
173356789464793,8153,42
173356790854324,8195,42
173356791611147,8237,42
173356791682657,8279,42
173356793735678,8321,42
173356793807293,8363,42
173356794809689,8405,42
173356795879116,8447,42
173356796945053,8489,42
173356797015314,8531,20
173356798013907,8551,42
173356799082397,8593,42
173356800271407,8635,42
173356801230470,8677,42
173356802292657,8719,42
173356803359220,8761,42
173356804427241,8803,42
173356805602449,8845,42
173356806554741,8887,42
173356807616720,8929,42
173356808680210,8971,42
173356809742293,9013,42
173356810828335,9055,42
173356811887501,9097,42
173356811958074,9139,42
173356812951616,9181,42
173356814020366,9223,42
173356815089168,9265,42
173356816155314,9307,42
173356817222189,9349,42
173356818289689,9391,42
173356819355157,9433,42
173356820482657,9475,42
173356821514897,9517,42
173356822577970,9559,42
173356823644064,9601,42
173356824717762,9643,42
173356825784116,9685,42
173356826852501,9727,42
173356827920574,9769,42
173356829064637,9811,42
173356829136512,9853,42
173356830069532,9895,42
173356831132345,9937,20
173356831203543,9957,42
173356832198074,9999,42
173356833265366,10041,42
173356834332553,10083,42
173356835400678,10125,42
173356836469949,10167,42
173356837536095,10209,42
173356838610730,10251,42
173356839675626,10293,42
173356840969012,10335,42
173356842029324,10377,42
173356843091668,10419,42
173356843163387,10461,42
173356844159689,10503,42
173356845228178,10545,42
173356846296460,10587,42
173356847363230,10629,42
173356848506824,10671,42
173356849500678,10713,42
173356850698855,10755,42
173356851646199,10797,42
173356852710522,10839,42
173356853780835,10881,42
173356854849168,10923,42
173356855918230,10965,42
173356856986095,11007,42
173356858064064,11049,42
173356859126512,11091,42
173356860310887,11133,42
173356860397866,11175,42
173356861271303,11217,42
173356862411720,11259,42
173356863405730,11301,42
173356863476303,11343,20
173356864471720,11363,42
173356865545782,11405,42
173356866609793,11447,42
173356867677970,11489,42
173356868746928,11531,42
173356869817032,11573,42
173356870994428,11615,42
173356872011147,11657,42
173356873072657,11699,42
173356874137970,11741,42
173356875206355,11783,42
173356876276303,11825,42
173356876347241,11867,42
173356877344585,11909,42
173356878411772,11951,42
173356879476772,11993,42
173356880849272,12035,42
173356881909532,12077,42
173356882985053,12119,42
173356884055574,12161,42
173356885122345,12203,42
173356886191616,12245,42
173356887262345,12287,42
173356888336251,12329,42
173356889403803,12371,42
173356889474585,12413,42
173356890499220,12455,42
173356891550522,12497,42
173356892618335,12539,42
173356893686668,12581,42
173356894758335,12623,42
173356895825991,12665,42
173356896902397,12707,42
173356896975887,12749,20
173356897980157,12769,42
173356899046772,12811,42
173356900353803,12853,42
173356901194741,12895,42
173356902284480,12937,42
173356903331251,12979,42
173356904399637,13021,42
173356905469949,13063,42
173356905542085,13105,42
173356906543074,13147,42
173356907612137,13189,42
173356908682241,13231,42
173356909755782,13273,42
173356910845210,13315,42
173356911917710,13357,42
173356912981564,13399,42
173356914053543,13441,42
173356915123022,13483,42
173356924917189,13525,42
173356925028335,13567,42
173356925191772,13609,42
173356925256303,13651,42
173356925317657,13693,42
173356925377137,13735,42
173356925435939,13777,42
173356925492293,13819,42
173356925550782,13861,42
173356925607293,13903,42
173356925848178,13945,42
173356926915626,13987,42
173356927969845,14029,42
173356929146980,14071,42
173356930276668,14113,42
173356930397397,14155,20
173356931201824,14175,42
173356932252553,14217,42
173356933677710,14259,42
173356935576564,14301,42
