# timestamp tx ty tz qx qy qz qw
173373.396779135 0.001598205 0.002954514 0.000991630 0.528151747 -0.518450737 -0.439630007 0.508910623
173373.430113085 0.001548378 0.002653443 0.000620163 0.527561948 -0.517066637 -0.442426158 0.508507206
173373.463447034 0.001593497 0.002108978 -0.000645438 0.519512794 -0.511200533 -0.452708900 0.513648833
173373.496780983 0.001565835 0.001867457 -0.001642673 0.506695464 -0.502503568 -0.466910581 0.522249347
173373.530114932 0.001206323 0.001494517 -0.002854998 0.490042733 -0.488454604 -0.489131724 0.531055907
173373.563448882 0.000015201 0.001103023 -0.003661100 0.462994508 -0.469790433 -0.518656429 0.543993147
173373.596782831 -0.003648227 0.001261637 -0.003079076 0.424357768 -0.442323927 -0.545204643 0.571858309
173373.630116780 -0.013013778 0.002368022 -0.000552710 0.363871757 -0.401516479 -0.572811584 0.615035569
173373.663450729 -0.029281599 0.005207933 0.005808982 0.285116910 -0.346161906 -0.589561999 0.671786374
173373.696784678 -0.022750113 0.150466609 0.019210164 0.187102033 -0.296523961 -0.591565423 0.726028043
173373.730118628 -0.038204448 0.171628684 0.037258494 0.130670963 -0.251485202 -0.602830992 0.745838513
173373.763452577 -0.050897270 0.199507858 0.060458568 0.102619232 -0.229728241 -0.628045388 0.736378448
173373.796786526 -0.057942673 0.231060476 0.084545230 0.109752323 -0.240929937 -0.666898421 0.696529748
173373.830120475 0.095447851 0.220226482 0.115743138 0.136841487 -0.261495115 -0.713723387 0.635211492
173373.863454424 0.108874869 0.244820443 0.136907893 0.179310104 -0.302751445 -0.742910244 0.569450453
173373.896788374 0.133808424 0.277683780 0.164872364 0.230128272 -0.354376873 -0.759380691 0.494771641
173373.930122323 0.133772212 0.312237390 0.202093434 0.277219606 -0.402920706 -0.752816188 0.440536016
173373.963456272 0.130837740 0.317778513 0.244828168 0.311988340 -0.437574008 -0.730704724 0.421025973
173373.996790221 0.138827469 0.338322937 0.281643226 0.326097040 -0.466335472 -0.694301629 0.440610027
173374.030124171 0.137965028 0.366630314 0.317551773 0.322601998 -0.489876961 -0.650884268 0.481973219
173374.063458120 0.131291364 0.384311656 0.348846771 0.304190721 -0.500805690 -0.606777304 0.537106106
173374.096792069 0.103807429 0.382770332 0.383067563 0.278444615 -0.511499812 -0.561661263 0.587684578
173374.130126018 0.065893546 0.381200716 0.410525490 0.261920988 -0.514554533 -0.529516178 0.621485033
173374.163459967 0.039617087 0.402288696 0.421309120 0.262867996 -0.518870860 -0.515555787 0.629186521
173374.196793917 0.013085625 0.423223245 0.427370276 0.285620916 -0.518778345 -0.524696156 0.611542039
173374.230127866 -0.011568438 0.452794623 0.431531012 0.315858938 -0.515569743 -0.545856281 0.580053352
173374.263461815 -0.035140295 0.476412133 0.420066413 0.338971843 -0.503543411 -0.571050586 0.552669296
173374.296795764 -0.062174456 0.504569458 0.413773958 0.353081714 -0.482332005 -0.590774096 0.541917989
173374.330129713 -0.212999378 0.459670270 0.414478874 0.368339804 -0.467973055 -0.611765369 0.520643968
173374.363463663 -0.338622956 0.370849946 0.387666267 0.365489186 -0.423692515 -0.622005787 0.547732698
173374.396797612 -0.390466659 0.377784244 0.368248345 0.374877727 -0.395080450 -0.634449972 0.548499190
