#timestamp [ns],w_x,w_y,w_z,a_x,a_y,a_z
173356604252468,0.0033997328,0.0622107125,0.010045074,0.576332376,9.82259546,-0.693969099
173356605258496,0.0033997328,0.0622107125,0.010045074,0.588229416,9.83226923,-0.693918678
173356606265525,0.0033997328,0.0622107125,0.010045074,0.583521356,9.82507375,-0.701131194
173356607271554,0.0033997328,0.0622107125,0.010045074,0.593119334,9.82275727,-0.701088263
173356608277582,0.0033997328,0.0622107125,0.010045074,0.600099333,9.84432853,-0.691471137
173356609283611,0.0033997328,0.0622107125,0.010045074,0.602552887,9.82992265,-0.674672688
173356610290640,0.0033997328,0.0622107125,0.010045074,0.600247531,9.82275521,-0.684272364
173356611296668,0.0033997328,0.0622107125,0.010045074,0.595341875,9.84432416,-0.701083244
173356612302697,0.0033997328,0.0622107125,0.010045074,0.597502181,9.87065353,-0.693886249
173356613308726,0.0033997328,0.0622107125,0.010045074,0.590501355,9.84664501,-0.691514069
173356614314754,0.0033997328,0.0622107125,0.010045074,0.593034822,9.83232531,-0.698692996
173356615321783,0.0033997328,0.0622107125,0.010045074,0.592896067,9.84666443,-0.69150349
173356616327812,0.0033997328,0.0622107125,0.010045074,0.59072123,9.81307501,-0.677118993
173356617333840,0.0033997328,0.0622107125,0.010045074,0.583728396,9.78907511,-0.677144551
173356618339869,0.0033997328,0.0622107125,0.010045074,0.549939205,9.81266727,-0.655719188
173356619345897,0.0129218023,0.0730213868,0.00157193287,0.573795518,9.82725233,-0.662810324
173356620351926,0.0711539148,0.137933291,-0.0577758312,0.614702011,9.81813513,-0.698594083
173356621357955,0.0745046569,0.126252926,-0.0705156806,0.619374958,9.82770753,-0.68658671
173356622364983,0.0259988008,0.0550983739,-0.0323926826,0.61918196,9.84681775,-0.674602964
173356623371012,-0.00885836256,0.00868227467,-0.000606635668,0.595161712,9.86586301,-0.698691067
173356624377041,-0.0173259785,2.89525988e-05,0.00574124256,0.588055793,9.86105951,-0.710710255
173356625383069,-0.0109869328,0.00758600886,0.00151121663,0.57612824,9.84410846,-0.684383708
173356626389098,-0.00674365107,0.0108431417,-0.0016614152,0.561644943,9.84628267,-0.655674945
173356627395127,-0.00673417579,0.00977361342,-0.00166010855,0.576131143,9.82962282,-0.650811675
173356628402155,-0.00885398017,0.00868720172,-0.00167101249,0.580943089,9.83693034,-0.674769748
173356629408184,-0.00885398017,0.00868720172,-0.00167101249,0.588175173,9.83704032,-0.689124438
173356630414213,-0.00779810461,0.00868578936,0.000463847489,0.607216392,9.84672925,-0.677053594
173356631420241,-0.00779810461,0.00868578936,0.000463847489,0.616678762,9.8563405,-0.665025063
173356632426270,-0.00778424694,0.00762118818,-0.000599223721,0.600113375,9.82744012,-0.655500748
173356633432299,-0.00671960763,0.00762962991,-0.00059311843,0.590426286,9.84897884,-0.674730523
173356634438327,-0.00565496728,0.00763807164,-0.000587013132,0.595298771,9.84669247,-0.693890649
173356635445356,-0.0056498744,0.00656361636,0.000478671376,0.605025816,9.82519684,-0.686649563
173356636451385,-0.00565934968,0.00763314459,0.000477364727,0.583350636,9.8393784,-0.684350738
173356637457413,-0.00565934968,0.00763314459,0.000477364727,0.571407345,9.83448434,-0.682004656
173356638463442,-0.00566882495,0.00870267283,0.000476058078,0.60504325,9.81797125,-0.674659021
173356639469471,-0.00566882495,0.00870267283,0.000476058078,0.597811411,9.82993551,-0.689080271
173356640475499,-0.00778862933,0.00761626113,0.000465154138,0.583404879,9.83460731,-0.689144977
173356641481528,-0.00885326968,0.00760781939,0.000459048841,0.588302544,9.81302974,-0.669936359
173356642488556,-0.00884888728,0.00761274644,-0.000605329019,0.597881392,9.81310742,-0.669894045
173356643494585,-0.00779372221,0.00869071641,-0.00060053037,0.61468748,9.81087507,-0.677012591
173356644500614,-0.00779810461,0.00868578936,0.000463847489,0.61231529,9.81812432,-0.7010024
173356645506642,-0.00779810461,0.00868578936,0.000463847489,0.595370692,9.84677004,-0.715470288
173356646512671,-0.00886274495,0.00867734762,0.000457742192,0.607435059,9.83247631,-0.708220476
173356647518700,-0.00883941201,0.00654321821,-0.000604022369,0.612370985,9.80611041,-0.689010622
173356648525728,-0.00777477166,0.00655165995,-0.000597917072,0.588299397,9.81544114,-0.674732452
173356649531757,-0.00671013235,0.00656010167,-0.00059181178,0.590724378,9.81066361,-0.6723229
173356650537786,-0.00564549201,0.00656854341,-0.000585706483,0.600210722,9.82030072,-0.667487583
173356651543814,-0.00778424694,0.00762118818,-0.000599223721,0.60731519,9.83234704,-0.672254412
173356652549843,-0.00885836256,0.00868227467,-0.000606635668,0.616753832,9.85400667,-0.681808609
173356653555872,-0.0099273853,0.00866890588,0.000451636894,0.611889583,9.8683759,-0.693822161
173356654561900,-0.00885326968,0.00760781939,0.000459048841,0.602581949,9.84444276,-0.717835673
173356655568929,-0.00885326968,0.00760781939,0.000459048841,0.600190141,9.8299377,-0.684274217
173356656574958,-0.00779301173,0.00761133407,0.00152953252,0.578541838,9.82965948,-0.655596572
173356657580986,-0.00779301173,0.00761133407,0.00152953252,0.585786756,9.83219809,-0.67954283
173356658587015,-0.00886712735,0.00867242057,0.00152212057,0.607396554,9.8251904,-0.679445771
173356659593044,-0.00779301173,0.00761133407,0.00152953252,0.576364097,9.8105557,-0.674784109
173356660599072,-0.00671889715,0.00655024757,0.00153694446,0.566691294,9.82728025,-0.686819435
173356661605101,-0.00565934968,0.00763314459,0.000477364727,0.583269272,9.84653503,-0.677159378
173356662612130,-0.00671960763,0.00762962991,-0.00059311843,0.576016362,9.8439878,-0.650815382
173356663618158,-0.00671960763,0.00762962991,-0.00059311843,0.580772369,9.85123499,-0.657989291
173356664624187,-0.00671013235,0.00656010167,-0.00059181178,0.585754791,9.83216362,-0.66995188
173356665630215,-0.00778862933,0.00761626113,0.000465154138,0.569200787,9.81293469,-0.68680515
173356666636244,-0.00885765208,0.00760289234,0.00152342722,0.581053271,9.83221958,-0.696348151
173356667642273,-0.0078068694,0.00867593526,0.00259260373,0.583353784,9.836967,-0.679554645
173356668649301,-0.0078068694,0.00867593526,0.00259260373,0.576117101,9.84651124,-0.686782064
173356669655330,-0.00781634468,0.00974546349,0.00259129708,0.602368126,9.86111572,-0.693862621
173356670661359,-0.00781196228,0.00975039054,0.00152691922,0.607202105,9.85154344,-0.684248042
173356671667387,-0.00780248701,0.00868086231,0.00152822587,0.592691931,9.86817743,-0.6819181
173356672673416,-0.00779810461,0.00868578936,0.000463847489,0.588084121,9.83935691,-0.667545417
173356673679445,-0.00780757988,0.00975531759,0.00046254084,0.595367055,9.82503296,-0.6627145
173356674685473,-0.00887660263,0.0097419488,0.00152081392,0.597688394,9.83221764,-0.6579103
173356675692502,-0.00994562537,0.00972858001,0.00257908648,0.588379065,9.80345308,-0.669933888
173356676698531,-0.0110007904,0.00865061004,0.00257428784,0.605095797,9.80836875,-0.667463337
173356677704559,-0.0099317677,0.00866397883,0.00151601527,0.621519282,9.85401966,-0.674594239
173356678710588,-0.00886274495,0.00867734762,0.000457742192,0.604745403,9.86836072,-0.705842584
173356679716617,-0.00885326968,0.00760781939,0.000459048841,0.588068383,9.85141391,-0.691525883
173356680722645,-0.00885326968,0.00760781939,0.000459048841,0.57851956,9.83446504,-0.660393283
173356681728674,-0.00885765208,0.00760289234,0.00152342722,0.588187519,9.81532048,-0.641164125
173356682735703,-0.00887660263,0.0097419488,0.00152081392,0.61928221,9.82519271,-0.653017765
173356683741731,-0.00887222023,0.00974687586,0.000456435543,0.602559183,9.82509985,-0.665080502
173356684747760,-0.0099273853,0.00866890588,0.000451636894,0.576263847,9.83218073,-0.696369307
