#t[ns],wx,wy,wz,ax,ay,az
147905819000,-0.479368963,0.365385668,0.150202285,-7.90086548,-1.27371528,-2.54982477
147906825000,-0.478303698,0.379234106,0.147006492,-7.9367785,-1.25935007,-2.54503636
147907831000,-0.477238434,0.393082544,0.145941228,-8.00142195,-1.27610948,-2.56179578
147908837000,-0.475107905,0.406930981,0.144875963,-8.0708538,-1.24977327,-2.54982477
147909843000,-0.471912112,0.420779419,0.142745434,-8.12113203,-1.21864865,-2.52348855
147910850000,-0.469781583,0.431432063,0.139549633,-8.15465085,-1.23780226,-2.48757552
147911856000,-0.467651054,0.441019443,0.137419104,-8.17141027,-1.19710083,-2.42772048
147912862000,-0.46658579,0.450606823,0.136353839,-8.24802472,-1.13245739,-2.39420166
147913868000,-0.464455261,0.460194203,0.134223311,-8.30548556,-1.10372697,-2.33913502
147914874000,-0.459128939,0.469781583,0.134223311,-8.35336959,-1.04866033,-2.33674082
147915881000,-0.454867881,0.47617317,0.133158046,-8.38210001,-1.0127473,-2.3080104
147916887000,-0.452737352,0.481499492,0.132092782,-8.43237825,-1.00077629,-2.25294376
147917893000,-0.450606823,0.48576055,0.129962253,-8.46829127,-0.893037219,-2.26970317
147918899000,-0.448476294,0.488956343,0.127831724,-8.46110867,-0.809240161,-2.3008278
147919905000,-0.446345765,0.493217401,0.127831724,-8.48744489,-0.797269153,-2.3056162
147920911000,-0.442084708,0.496413194,0.127831724,-8.48026228,-0.742202515,-2.32955822
147921918000,-0.438888914,0.496413194,0.128896988,-8.49223329,-0.711077893,-2.37504805
147922924000,-0.43782365,0.499608987,0.128896988,-8.52575211,-0.684741675,-2.36547124
147923930000,-0.436758385,0.502804781,0.12676646,-8.54011732,-0.646434448,-2.36068284
147924936000,-0.435693121,0.506000574,0.12676646,-8.55448253,-0.586579407,-2.39899006
147925942000,-0.434627857,0.508131103,0.125701195,-8.57124194,-0.543483777,-2.41335527
147926948000,-0.433562592,0.510261632,0.12676646,-8.58560715,-0.553060583,-2.43011469
147927955000,-0.431432063,0.513457425,0.12676646,-8.58560715,-0.526724365,-2.46602771
147928961000,-0.431432063,0.516653218,0.12676646,-8.61673177,-0.47644613,-2.4588451
147929967000,-0.431432063,0.519849011,0.125701195,-8.64067379,-0.464475122,-2.46123931
147930973000,-0.433562592,0.52197954,0.123570666,-8.68616362,-0.488417139,-2.47799872
147931979000,-0.434627857,0.524110069,0.123570666,-8.75320127,-0.50517655,-2.4564509
147932986000,-0.433562592,0.526240598,0.124635931,-8.78672009,-0.488417139,-2.43969149
147933992000,-0.433562592,0.527305863,0.124635931,-8.8034795,-0.450109912,-2.42532628
147934998000,-0.433562592,0.527305863,0.123570666,-8.84657513,-0.442927307,-2.42293208
147936004000,-0.435693121,0.528371127,0.122505402,-8.91600698,-0.450109912,-2.44208569
147937010000,-0.436758385,0.529436391,0.121440137,-9.00459244,-0.46208092,-2.46602771
147938016000,-0.438888914,0.530501656,0.119309609,-9.07163009,-0.486022937,-2.47081611
147939023000,-0.438888914,0.53156692,0.115048551,-9.12190833,-0.488417139,-2.48996973
147940029000,-0.438888914,0.53156692,0.110787493,-9.18655177,-0.454898315,-2.53306536
147941035000,-0.438888914,0.53156692,0.1075917,-9.25837782,-0.457292517,-2.52827695
147942041000,-0.441019443,0.532632185,0.103330642,-9.28950244,-0.457292517,-2.50912334
147943047000,-0.441019443,0.533697449,0.0990695842,-9.35414589,-0.438138904,-2.50912334
147944054000,-0.439954179,0.533697449,0.0948085265,-9.43315454,-0.445321509,-2.51630594
147945060000,-0.438888914,0.533697449,0.0905474687,-9.49540378,-0.459686719,-2.54264216
147946066000,-0.438888914,0.533697449,0.0862864193,-9.50498059,-0.466869324,-2.52348855
147947072000,-0.436758385,0.534762714,0.0820253616,-9.57441244,-0.497993945,-2.56179578
147948078000,-0.436758385,0.533697449,0.075633775,-9.74200656,-0.550666382,-2.61686241
147949084000,-0.435693121,0.532632185,0.0703074528,-9.86889924,-0.567425793,-2.64319863
147950091000,-0.434627857,0.532632185,0.0617853331,-9.9455137,-0.584185205,-2.7413609
147951097000,-0.434627857,0.533697449,0.0521979532,-10.0125513,-0.612915625,-2.76290872
147952103000,-0.433562592,0.533697449,0.041545313,-10.1298672,-0.622492432,-2.70065947
147953109000,-0.432497328,0.530501656,0.0330231954,-10.1873281,-0.598550415,-2.71263048
147954115000,-0.429301534,0.528371127,0.0245010799,-10.2639425,-0.624886633,-2.77487972
147955121000,-0.42823627,0.527305863,0.0159789655,-10.4052004,-0.679953271,-2.78924493
147956128000,-0.426105741,0.524110069,0.0063915861,-10.5273047,-0.727837305,-2.82515796
147957134000,-0.423975212,0.518783747,-0.00426105748,-10.625467,-0.770932935,-2.84909998
147958140000,-0.420779419,0.514522689,-0.0159789655,-10.7547539,-0.787692346,-2.82994636
147959146000,-0.41864889,0.510261632,-0.0287621377,-10.8600987,-0.804451758,-2.82515796
147960152000,-0.417583626,0.504935309,-0.041545313,-10.9079828,-0.79248075,-2.83952317
147961159000,-0.417583626,0.497478458,-0.0532632176,-10.9774146,-0.821211169,-2.86346519
147962165000,-0.415453097,0.491086872,-0.0649811264,-11.0564233,-0.847547388,-2.89698401
147963171000,-0.413322568,0.48576055,-0.0766990394,-11.1641623,-0.828393774,-2.92332023
147964177000,-0.413322568,0.479368963,-0.0905474687,-11.2312,-0.847547388,-2.92332023
147965183000,-0.414387832,0.472977376,-0.104395906,-11.3126028,-0.849941589,-2.93768544
147966189000,-0.414387832,0.465520525,-0.116113815,-11.4083709,-0.835576379,-2.93289703
147967196000,-0.412257303,0.458063674,-0.128896988,-11.4610433,-0.852335791,-2.91134922
147968202000,-0.411192039,0.449541559,-0.14168017,-11.4969564,-0.847547388,-2.91134922
147969208000,-0.411192039,0.442084708,-0.153398079,-11.5089274,-0.821211169,-2.92092603
147970214000,-0.40906151,0.432497328,-0.164050723,-11.5256868,-0.823605371,-2.93050283
147971220000,-0.406930981,0.421844683,-0.175768615,-11.4897738,-0.885854614,-2.90656082
147972226000,-0.403735188,0.412257303,-0.18642126,-11.4730144,-0.909796631,-2.91134922
147973233000,-0.401604659,0.401604659,-0.197073904,-11.4299187,-0.919373438,-2.90656082
147974239000,-0.39947413,0.38988675,-0.20559602,-11.3748521,-0.995987891,-2.8898014
147975245000,-0.398408866,0.38029937,-0.213052871,-11.3197854,-1.13006318,-2.75572611
147976251000,-0.396278337,0.368581462,-0.220509722,-11.2766898,-1.27371528,-2.69587107
147977257000,-0.394147808,0.355798288,-0.227966573,-11.195287,-1.35032974,-2.82276376
147978264000,-0.393082544,0.344080413,-0.233292895,-11.0827595,-1.54665427,-2.82036956
147979270000,-0.390952015,0.335558297,-0.235423424,-11.0157218,-1.81001646,-2.76769712
147980276000,-0.386690957,0.328101446,-0.235423424,-10.9606552,-1.95606276,-2.83712897
147981282000,-0.383495164,0.319579331,-0.234358159,-10.9295306,-2.06380183,-2.98556947
147982288000,-0.377103577,0.31212248,-0.230097102,-10.8505219,-2.13802208,-3.09091434
147983294000,-0.37071199,0.306796158,-0.22264025,-10.7786959,-2.21463654,-3.22738384
147984301000,-0.362189875,0.301469835,-0.211987606,-10.7403886,-2.26012637,-3.34230552
147985307000,-0.351537231,0.297208778,-0.199204433,-10.6805336,-2.23857855,-3.454833
147986313000,-0.339819355,0.294012984,-0.184290731,-10.625467,-2.24576116,-3.4596214
147987319000,-0.327036182,0.291882455,-0.165115988,-10.6446206,-2.24336696,-3.41173737
147988325000,-0.313187744,0.286556133,-0.147006492,-10.6757452,-2.17154091,-3.4620156
147989332000,-0.299339307,0.280164547,-0.128896988,-10.6948988,-2.12365687,-3.42849678
147990338000,-0.286556133,0.271642415,-0.111852757,-10.7403886,-2.10210906,-3.38300695
147991344000,-0.272707679,0.265250828,-0.093743262,-10.7906669,-2.13802208,-3.37821854
147992350000,-0.258859241,0.256728712,-0.0745685105,-10.8170031,-2.1667525,-3.41891997
147993356000,-0.243945539,0.246076068,-0.0532632176,-10.7834843,-2.21703074,-3.39497795
147994362000,-0.229031837,0.235423424,-0.0330231954,-10.7763017,-2.37744225,-3.30639249
147995369000,-0.214118135,0.226901308,-0.0127831722,-10.7882727,-2.56418998,-3.22259543
147996375000,-0.199204433,0.217313928,0.00852211497,-10.7786959,-2.7341783,-3.19386501
147997381000,-0.182160202,0.208791813,0.0287621377,-10.7188408,-2.86107098,-3.16274039
147998387000,-0.164050723,0.200269697,0.0500674243,-10.6637742,-2.99514628,-3.10288535
147999393000,-0.149137021,0.191747582,0.0703074528,-10.6206786,-3.16034619,-3.06457812
148000399000,-0.134223311,0.182160202,0.0905474687,-10.5967365,-3.27766207,-3.09570275
148001406000,-0.118244344,0.172572839,0.111852757,-10.5249105,-3.37103594,-3.1723172
148002412000,-0.0990695842,0.164050723,0.134223311,-10.424354,-3.51708224,-3.21062443
148003418000,-0.0788295683,0.157659137,0.155528608,-10.340557,-3.65355173,-3.20823022
148004424000,-0.0596548043,0.15126755,0.175768615,-10.2423947,-3.76129081,-3.20344182
148005430000,-0.0383495197,0.143810699,0.19600864,-10.1585976,-3.81156904,-3.26090266
148006437000,-0.0149137011,0.136353839,0.218379193,-10.0604354,-3.82593425,-3.37103594
148007443000,0.00745685053,0.131027517,0.240749746,-9.98142672,-3.93606753,-3.42610258
148008449000,0.0298274021,0.12676646,0.263120299,-9.87129344,-4.05817181,-3.44765039
148009455000,0.0532632176,0.123570666,0.284425604,-9.74200656,-4.08690223,-3.54820686
148010461000,0.0788295683,0.121440137,0.306796158,-9.64145009,-4.13239207,-3.66312854
148011467000,0.106526435,0.121440137,0.33129724,-9.55047042,-4.25449635,-3.63200392
148012474000,0.133158046,0.123570666,0.355798288,-9.46188496,-4.41730206,-3.53863005
148013480000,0.158724401,0.123570666,0.379234106,-9.38527051,-4.55616576,-3.56975468
148014486000,0.18642126,0.121440137,0.402669924,-9.34217488,-4.71657727,-3.63439812
148015492000,0.216248664,0.120374873,0.423975212,-9.35893429,-4.88656559,-3.70861837
148016498000,0.245010804,0.121440137,0.443149972,-9.40202992,-5.0421887,-3.76607921
148017504000,0.273772943,0.121440137,0.459128939,-9.44991395,-5.13556256,-3.86424148
148018511000,0.303600364,0.122505402,0.470846847,-9.50019219,-5.12359155,-4.01747039
148019517000,0.334493033,0.123570666,0.479368963,-9.47864437,-5.01106407,-4.22576593
148020523000,0.367516197,0.124635931,0.483630021,-9.39245311,-4.79319172,-4.37660063
148021529000,0.396278337,0.127831724,0.48576055,-9.29429084,-4.50109912,-4.44603248
148022535000,0.426105741,0.132092782,0.486825814,-9.16260975,-4.14196887,-4.53222374
148023542000,0.45699841,0.134223311,0.484695285,-8.99980404,-3.7565024,-4.6112324
148024548000,0.490021607,0.136353839,0.480434227,-8.86812295,-3.36864174,-4.69981786
148025554000,0.523044805,0.138484368,0.475107905,-8.76517228,-2.96402166,-4.68305845
148026560000,0.555002738,0.140614906,0.468716319,-8.6574332,-2.58334359,-4.55855996
148027566000,0.584830175,0.140614906,0.458063674,-8.57603035,-2.24576116,-4.42687887
148028572000,0.613592315,0.14168017,0.446345765,-8.52575211,-1.91057292,-4.3239282
148029579000,0.638093397,0.143810699,0.432497328,-8.47786808,-1.60172091,-4.20182391
148030585000,0.66046395,0.145941228,0.416518361,-8.41322463,-1.37427175,-4.08450803
148031591000,0.67963871,0.149137021,0.397343601,-8.30069716,-1.1540052,-3.93606753
148032597000,0.700943932,0.153398079,0.377103577,-8.19535228,-0.893037219,-3.78283862
148033603000,0.720118692,0.16085493,0.355798288,-8.15704506,-0.754173523,-3.70861837
148034610000,0.735032394,0.168311781,0.334493033,-8.13789144,-0.67755907,-3.53384165
148035616000,0.744619774,0.17683388,0.31212248,-8.0756422,-0.593762012,-3.38779535
148036622000,0.75314189,0.188551789,0.288686662,-8.03494077,-0.622492432,-3.42610258
148037628000,0.761664005,0.203465491,0.265250828,-7.96072052,-0.679953271,-3.44286199
148038634000,0.770186121,0.218379193,0.240749746,-7.88650027,-0.63446344,-3.37821854
148039640000,0.778708236,0.236488688,0.215183399,-7.94396111,-0.64882865,-3.24174905
148040647000,0.782969294,0.256728712,0.190682317,-7.85776985,-0.799663354,-3.12682737
148041653000,0.784034558,0.275903472,0.166181252,-7.69496414,-0.847547388,-3.18189401
148042659000,0.785099823,0.296143513,0.143810699,-7.75003077,-0.993593689,-3.20823022
148043665000,0.784034558,0.317448802,0.122505402,-7.7811554,-1.21386024,-3.09809695
148044671000,0.777642972,0.336623562,0.103330642,-7.61834968,-1.19231243,-3.10288535
148045677000,0.773381914,0.354733024,0.0852211549,-7.67581052,-1.19231243,-3.20104762
148046684000,0.771251385,0.372842519,0.0681769197,-7.71411775,-1.32399352,-2.99993468
148047690000,0.765925063,0.388821486,0.0532632176,-7.65426271,-1.27610948,-3.09809695
148048696000,0.760598741,0.406930981,0.0404800486,-7.73805977,-1.30723411,-3.14598098
148049702000,0.754207154,0.420779419,0.031957931,-7.7835496,-1.43173259,-3.12443317
148050708000,0.748880832,0.434627857,0.0245010799,-7.73805977,-1.38384856,-3.14837518
148051715000,0.742489245,0.446345765,0.0191747598,-7.83382783,-1.46285721,-2.80839855
148052721000,0.732901865,0.453802616,0.0127831722,-7.92241329,-1.47243402,-3.00711729
148053727000,0.722249221,0.460194203,0.00958737992,-7.90325968,-1.51074125,-3.10767375
148054733000,0.713727106,0.464455261,0.00745685053,-7.90086548,-1.61369192,-2.62643922
148055739000,0.703074461,0.463389996,0.00745685053,-7.88410607,-1.54904847,-2.26252057
148056745000,0.688160826,0.459128939,0.0063915861,-7.86016405,-1.75734402,-1.7238252
148057752000,0.672181859,0.448476294,0.00745685053,-8.09719001,-2.08534965,-0.881066211
148058758000,0.661529215,0.433562592,0.00426105748,-9.83059202,-2.54503636,0.718260498
148059764000,0.640223926,0.402669924,-0.0063915861,-13.5894886,-3.63200392,5.44920298
148060770000,0.593352291,0.360059346,-0.041545313,-15.030798,-2.60967981,6.0501476
148061776000,0.568851209,0.361124611,-0.0916127332,-13.4530191,-0.514753357,2.89937821
148062782000,0.555002738,0.363255139,-0.132092782,-12.418724,0.785298145,0.368707056
148063789000,0.560329093,0.373907784,-0.150202285,-11.9566431,1.62805713,-2.25054956
148064795000,0.575242795,0.392017279,-0.153398079,-12.3516864,1.5897499,-2.33913502
148065801000,0.584830175,0.400539395,-0.153398079,-12.5312515,1.85790049,-2.37265385
148066807000,0.596548084,0.404800452,-0.158724401,-12.5839239,1.88663091,-2.92810863
148067813000,0.611461786,0.40906151,-0.167246516,-12.8496803,1.5849615,-2.54982477
148068820000,0.619983902,0.413322568,-0.17683388,-12.8065847,1.35272394,-2.12365687
148069826000,0.622114431,0.412257303,-0.18642126,-13.1298019,1.1587936,-1.92254393
148070832000,0.618918637,0.406930981,-0.192812846,-13.1298019,0.914585034,-1.37427175
148071838000,0.611461786,0.397343601,-0.199204433,-12.8448919,0.629675037,-1.448492
148072844000,0.601874406,0.385625693,-0.207726548,-12.7682775,0.177170923,-1.94169755
148073850000,0.591221762,0.372842519,-0.218379193,-12.5982891,-0.189141931,-2.33434662
148074857000,0.578438589,0.358994082,-0.230097102,-12.3014081,-0.323217224,-2.41335527
148075863000,0.569916473,0.347276206,-0.242880275,-12.1721212,-0.502782349,-2.49236393
148076869000,0.564590151,0.335558297,-0.256728712,-12.145785,-0.64882865,-2.58094939
148077875000,0.555002738,0.319579331,-0.272707679,-12.0883242,-0.699106885,-2.61446821
148078881000,0.545415358,0.301469835,-0.288686662,-11.896788,-0.699106885,-2.53545956
148079888000,0.534762714,0.280164547,-0.303600364,-11.5089274,-0.574608398,-2.51870015
148080894000,0.525175334,0.26098977,-0.315318273,-11.267113,-0.474051929,-2.48757552
148081900000,0.515587954,0.240749746,-0.322775124,-11.0612117,-0.409408484,-2.35110603
148082906000,0.500674252,0.214118135,-0.327036182,-10.625467,-0.304063611,-2.4540567
148083912000,0.478303698,0.181094937,-0.328101446,-10.1897223,-0.265756384,-2.7389667
148084918000,0.458063674,0.149137021,-0.325970917,-9.74918916,-0.272938989,-2.89698401
148085925000,0.445280501,0.120374873,-0.320644595,-9.49300958,-0.438138904,-2.90177241
148086931000,0.43782365,0.0884169399,-0.31212248,-9.30865605,-0.723048901,-3.01190569
148087937000,0.431432063,0.0521979532,-0.306796158,-8.9351606,-0.703895288,-3.39737216
148088943000,0.420779419,0.0159789655,-0.3025351,-8.54011732,-0.320823022,-3.91212551
148089949000,0.415453097,-0.0149137011,-0.296143513,-8.0756422,0.0383072266,-4.26646736
148090955000,0.415453097,-0.0340884599,-0.285490869,-7.71890615,0.308852014,-4.71657727
148091962000,0.414387832,-0.041545313,-0.271642415,-7.57285985,0.53390697,-5.08049592
148092968000,0.411192039,-0.041545313,-0.255663448,-7.42920775,0.696712683,-5.10443794
148093974000,0.405865717,-0.0372842553,-0.240749746,-7.34541069,0.725443103,-4.8961424
148094980000,0.404800452,-0.0298274021,-0.225836044,-7.37414111,0.727837305,-4.68784685
148095986000,0.402669924,-0.0234358155,-0.210922342,-7.26879624,0.842758984,-4.68545265
148096993000,0.396278337,-0.0191747598,-0.194943375,-7.14669196,0.866701001,-4.75009609
148097999000,0.38988675,-0.0117179078,-0.180029673,-7.08204851,0.828393774,-4.74291349
148099005000,0.384560428,0.00106526437,-0.165115988,-7.03416448,0.837970581,-4.74770189
148100011000,0.378168842,0.0159789655,-0.150202285,-7.01022246,0.873883606,-4.84825836
148101017000,0.369646726,0.031957931,-0.133158046,-7.00543406,0.852335791,-4.85065256
148102023000,0.362189875,0.0500674243,-0.11717908,-7.10838473,0.699106885,-4.65672223
148103030000,0.357928817,0.0692421842,-0.101200113,-7.31907448,0.507570752,-4.34068761
148104036000,0.352602495,0.0862864193,-0.0852211549,-7.50821641,0.311246216,-4.21379492
148105042000,0.347276206,0.101200113,-0.0724379817,-7.68778153,0.174776721,-4.06535442
148106048000,0.34088462,0.115048551,-0.0617853331,-7.88889447,0.00478840332,-3.78762703
148107054000,0.333427768,0.127831724,-0.0532632176,-8.02775817,-0.184353528,-3.59130249
148108060000,0.325970917,0.14168017,-0.0458063666,-8.10676682,-0.227449158,-3.49074602
148109067000,0.317448802,0.155528608,-0.0394147841,-8.2264769,-0.277727393,-3.39497795
148110073000,0.309991951,0.167246516,-0.0340884599,-8.43716665,-0.385466467,-3.26569106
148111079000,0.306796158,0.177899144,-0.0298274021,-8.63109698,-0.378283862,-3.0238767
148112085000,0.303600364,0.18642126,-0.0245010799,-8.73883606,-0.320823022,-2.81318695
148113091000,0.300404571,0.191747582,-0.0191747598,-8.83939253,-0.301669409,-2.75812031
148114098000,0.296143513,0.192812846,-0.0149137011,-8.96867942,-0.280121594,-2.63601603
148115104000,0.289751927,0.192812846,-0.0127831722,-8.97825623,-0.325611426,-2.48996973
148116110000,0.284425604,0.189617053,-0.0117179078,-8.99740984,-0.354341846,-2.28167418
148117116000,0.280164547,0.18642126,-0.00852211497,-9.11951412,-0.330399829,-2.08295544
148118122000,0.274838208,0.181094937,-0.00426105748,-9.23922421,-0.337582434,-2.11886847
148119128000,0.268446621,0.174703368,-0.00213052874,-9.33499227,-0.354341846,-2.15478149
148120135000,0.263120299,0.168311781,-0.00213052874,-9.3756937,-0.359130249,-2.08534965
148121141000,0.256728712,0.16085493,-0.00213052874,-9.36372269,-0.328005627,-2.18111771
148122147000,0.25140239,0.153398079,0,-9.35654009,-0.251391174,-2.31519301
148123153000,0.248206597,0.145941228,0.00319579305,-9.35175168,-0.181959326,-2.28885679
148124159000,0.242880275,0.139549633,0.00745685053,-9.29668505,-0.153228906,-2.25773217
148125166000,0.238619217,0.134223311,0.00958737992,-9.34217488,-0.153228906,-2.41096107
148126172000,0.236488688,0.132092782,0.0106526444,-9.3804821,-0.1436521,-2.48757552
148127178000,0.233292895,0.127831724,0.0117179078,-9.32062706,-0.189141931,-2.41096107
148128184000,0.230097102,0.123570666,0.0138484366,-9.3804821,-0.311246216,-2.61446821
148129190000,0.229031837,0.121440137,0.0159789655,-9.5193458,-0.323217224,-2.58573779
148130196000,0.226901308,0.120374873,0.0159789655,-9.58159504,-0.292092603,-2.42293208
148131203000,0.220509722,0.118244344,0.0149137011,-9.61271967,-0.280121594,-2.4444799
148132209000,0.215183399,0.11717908,0.0127831722,-9.63426748,-0.210689746,-2.41574948
148133215000,0.209857077,0.11717908,0.0117179078,-9.6582095,-0.213083948,-2.49475813
148134221000,0.20559602,0.11717908,0.00958737992,-9.78510219,-0.251391174,-2.50912334
148135227000,0.202400226,0.116113815,0.00745685053,-9.8090442,-0.270544788,-2.43969149
148136233000,0.198139168,0.111852757,0.00852211497,-9.75876597,-0.292092603,-2.34392343
148137240000,0.193878111,0.105461171,0.00852211497,-9.80665,-0.272938989,-2.28167418
148138246000,0.190682317,0.100134849,0.00852211497,-9.86889924,-0.316034619,-2.40138427
148139252000,0.188551789,0.0969390554,0.00745685053,-9.88565865,-0.435744702,-2.40138427
148140258000,0.185355995,0.0926779976,0.00745685053,-9.83538042,-0.411802686,-2.41096107
148141264000,0.178964409,0.0862864193,0.00745685053,-9.73721815,-0.351947644,-2.53067115
148142271000,0.174703368,0.0798948327,0.00745685053,-9.70369933,-0.378283862,-2.66714065
148143277000,0.174703368,0.0735032461,0.0063915861,-9.74918916,-0.378283862,-2.65516964
148144283000,0.173638103,0.0660463909,0.0063915861,-9.70130513,-0.371101257,-2.51630594
148145289000,0.168311781,0.0553937465,0.0063915861,-9.60553706,-0.385466467,-2.53306536
148146295000,0.164050723,0.0436758419,0.00745685053,-9.58877765,-0.404620081,-2.57855519
148147301000,0.162985459,0.0330231954,0.00745685053,-9.55286462,-0.459686719,-2.77487972
148148308000,0.159789665,0.0223705511,0.00745685053,-9.39005891,-0.51954176,-2.99035787
148149314000,0.156593872,0.0106526444,0.00852211497,-9.20331118,-0.438138904,-3.11006796
148150320000,0.154463343,0.00213052874,0.0117179078,-9.11233152,-0.294486804,-3.38061274
148151326000,0.153398079,-0.00426105748,0.0159789655,-9.04289967,-0.289698401,-3.47638081
148152332000,0.154463343,-0.0117179078,0.0191747598,-8.98304463,-0.325611426,-3.48595762
148153338000,0.157659137,-0.0202400243,0.0234358155,-8.95192001,-0.351947644,-3.51708224
148154345000,0.158724401,-0.0276968733,0.0276968733,-8.939949,-0.368707056,-3.56975468
148155351000,0.158724401,-0.0362189908,0.031957931,-8.7939027,-0.304063611,-3.7541082
148156357000,0.159789665,-0.0436758419,0.0372842553,-8.64306799,-0.253785376,-4.01028778
148157363000,0.161920194,-0.0479368955,0.041545313,-8.59757816,-0.299275208,-4.22097753
148158369000,0.162985459,-0.0490021599,0.0458063666,-8.5042043,-0.325611426,-4.42687887
148159376000,0.162985459,-0.0500674243,0.0500674243,-8.48265648,-0.385466467,-4.70939467
148160382000,0.167246516,-0.0479368955,0.0543284821,-8.5065985,-0.521935962,-4.64953962
148161388000,0.173638103,-0.0436758419,0.0585895398,-8.47786808,-0.5770026,-4.50588752
148162394000,0.178964409,-0.041545313,0.0617853331,-8.39407102,-0.612915625,-4.70221206
148163400000,0.183225466,-0.0383495197,0.063915862,-8.42040724,-0.641646045,-4.99909307
148164406000,0.187486524,-0.031957931,0.0660463909,-8.46829127,-0.69192428,-5.12359155
