#seq,cam,ts_ns,file
542,0,172130754967000,c0_000542.gray
542,2,172130755004000,c2_000542.gray
546,0,172130773915000,c0_000546.gray
546,2,172130773952000,c2_000546.gray
548,0,172130788254000,c0_000548.gray
548,2,172130788293000,c2_000548.gray
552,0,172130807251000,c0_000552.gray
552,2,172130807289000,c2_000552.gray
553,0,172130821570000,c0_000553.gray
553,2,172130821585000,c2_000553.gray
554,0,172130840574000,c0_000554.gray
554,2,172130840592000,c2_000554.gray
560,0,172130854906000,c0_000560.gray
560,2,172130854923000,c2_000560.gray
567,0,172130873906000,c0_000567.gray
567,2,172130873927000,c2_000567.gray
571,0,172130888253000,c0_000571.gray
571,2,172130888293000,c2_000571.gray
575,0,172130907248000,c0_000575.gray
575,2,172130907285000,c2_000575.gray
577,0,172130921588000,c0_000577.gray
577,2,172130921627000,c2_000577.gray
581,0,172130940583000,c0_000581.gray
581,2,172130940619000,c2_000581.gray
583,0,172130954922000,c0_000583.gray
583,2,172130954964000,c2_000583.gray
587,0,172130973918000,c0_000587.gray
587,2,172130973954000,c2_000587.gray
589,0,172130988254000,c0_000589.gray
589,2,172130988293000,c2_000589.gray
593,0,172131007251000,c0_000593.gray
593,2,172131007286000,c2_000593.gray
595,0,172131021600000,c0_000595.gray
595,2,172131021638000,c2_000595.gray
599,0,172131040589000,c0_000599.gray
599,2,172131040628000,c2_000599.gray
601,0,172131054925000,c0_000601.gray
601,2,172131054964000,c2_000601.gray
605,0,172131073918000,c0_000605.gray
605,2,172131073954000,c2_000605.gray
607,0,172131088254000,c0_000607.gray
607,2,172131088291000,c2_000607.gray
611,0,172131107253000,c0_000611.gray
611,2,172131107292000,c2_000611.gray
613,0,172131121590000,c0_000613.gray
613,2,172131121629000,c2_000613.gray
617,0,172131140616000,c0_000617.gray
617,2,172131140653000,c2_000617.gray
619,0,172131154924000,c0_000619.gray
619,2,172131154962000,c2_000619.gray
623,0,172131173917000,c0_000623.gray
623,2,172131173953000,c2_000623.gray
625,0,172131188258000,c0_000625.gray
625,2,172131188298000,c2_000625.gray
629,0,172131207254000,c0_000629.gray
629,2,172131207292000,c2_000629.gray
631,0,172131221592000,c0_000631.gray
631,2,172131221632000,c2_000631.gray
635,0,172131240585000,c0_000635.gray
635,2,172131240623000,c2_000635.gray
637,0,172131254988000,c0_000637.gray
637,2,172131255025000,c2_000637.gray
641,0,172131273921000,c0_000641.gray
641,2,172131273959000,c2_000641.gray
643,0,172131288256000,c0_000643.gray
643,2,172131288295000,c2_000643.gray
647,0,172131307255000,c0_000647.gray
647,2,172131307295000,c2_000647.gray
649,0,172131321592000,c0_000649.gray
649,2,172131321631000,c2_000649.gray
653,0,172131340585000,c0_000653.gray
653,2,172131340630000,c2_000653.gray
655,0,172131354925000,c0_000655.gray
655,2,172131354964000,c2_000655.gray
659,0,172131373920000,c0_000659.gray
659,2,172131373959000,c2_000659.gray
661,0,172131388259000,c0_000661.gray
661,2,172131388299000,c2_000661.gray
665,0,172131407252000,c0_000665.gray
665,2,172131407291000,c2_000665.gray
667,0,172131421594000,c0_000667.gray
667,2,172131421634000,c2_000667.gray
671,0,172131440586000,c0_000671.gray
671,2,172131440622000,c2_000671.gray
673,0,172131454926000,c0_000673.gray
673,2,172131454969000,c2_000673.gray
677,0,172131473922000,c0_000677.gray
677,2,172131473960000,c2_000677.gray
679,0,172131488262000,c0_000679.gray
679,2,172131488303000,c2_000679.gray
683,0,172131507253000,c0_000683.gray
683,2,172131507291000,c2_000683.gray
685,0,172131521597000,c0_000685.gray
685,2,172131521637000,c2_000685.gray
689,0,172131540586000,c0_000689.gray
689,2,172131540623000,c2_000689.gray
691,0,172131554928000,c0_000691.gray
691,2,172131554967000,c2_000691.gray
695,0,172131573922000,c0_000695.gray
695,2,172131573960000,c2_000695.gray
697,0,172131588261000,c0_000697.gray
697,2,172131588303000,c2_000697.gray
701,0,172131607256000,c0_000701.gray
701,2,172131607296000,c2_000701.gray
703,0,172131621601000,c0_000703.gray
703,2,172131621639000,c2_000703.gray
707,0,172131640589000,c0_000707.gray
707,2,172131640628000,c2_000707.gray
709,0,172131654929000,c0_000709.gray
709,2,172131654970000,c2_000709.gray
713,0,172131673921000,c0_000713.gray
713,2,172131673959000,c2_000713.gray
715,0,172131688260000,c0_000715.gray
715,2,172131688299000,c2_000715.gray
719,0,172131707259000,c0_000719.gray
719,2,172131707297000,c2_000719.gray
720,0,172131721593000,c0_000720.gray
720,2,172131721632000,c2_000720.gray
724,0,172131740627000,c0_000724.gray
724,2,172131740656000,c2_000724.gray
726,0,172131754927000,c0_000726.gray
726,2,172131754966000,c2_000726.gray
730,0,172131773922000,c0_000730.gray
730,2,172131773959000,c2_000730.gray
732,0,172131788261000,c0_000732.gray
732,2,172131788300000,c2_000732.gray
736,0,172131807280000,c0_000736.gray
736,2,172131807315000,c2_000736.gray
738,0,172131821595000,c0_000738.gray
738,2,172131821635000,c2_000738.gray
742,0,172131840587000,c0_000742.gray
742,2,172131840617000,c2_000742.gray
744,0,172131854928000,c0_000744.gray
744,2,172131854968000,c2_000744.gray
748,0,172131873922000,c0_000748.gray
748,2,172131873957000,c2_000748.gray
750,0,172131888264000,c0_000750.gray
750,2,172131888302000,c2_000750.gray
753,0,172131907245000,c0_000753.gray
753,2,172131907260000,c2_000753.gray
759,0,172131921582000,c0_000759.gray
759,2,172131921599000,c2_000759.gray
766,0,172131940581000,c0_000766.gray
766,2,172131940598000,c2_000766.gray
771,0,172131954924000,c0_000771.gray
771,2,172131954938000,c2_000771.gray
779,0,172131973909000,c0_000779.gray
779,2,172131973926000,c2_000779.gray
785,0,172131988247000,c0_000785.gray
785,2,172131988262000,c2_000785.gray
792,0,172132007243000,c0_000792.gray
792,2,172132007256000,c2_000792.gray
798,0,172132021579000,c0_000798.gray
798,2,172132021594000,c2_000798.gray
806,0,172132040583000,c0_000806.gray
806,2,172132040597000,c2_000806.gray
812,0,172132055010000,c0_000812.gray
812,2,172132055020000,c2_000812.gray
820,0,172132073911000,c0_000820.gray
820,2,172132073928000,c2_000820.gray
826,0,172132088246000,c0_000826.gray
826,2,172132088260000,c2_000826.gray
834,0,172132107277000,c0_000834.gray
834,2,172132107288000,c2_000834.gray
840,0,172132121580000,c0_000840.gray
840,2,172132121595000,c2_000840.gray
848,0,172132140579000,c0_000848.gray
848,2,172132140594000,c2_000848.gray
854,0,172132154910000,c0_000854.gray
854,2,172132154920000,c2_000854.gray
862,0,172132173912000,c0_000862.gray
862,2,172132173922000,c2_000862.gray
868,0,172132188246000,c0_000868.gray
868,2,172132188261000,c2_000868.gray
876,0,172132207246000,c0_000876.gray
876,2,172132207262000,c2_000876.gray
882,0,172132221580000,c0_000882.gray
882,2,172132221595000,c2_000882.gray
890,0,172132240578000,c0_000890.gray
890,2,172132240593000,c2_000890.gray
896,0,172132254914000,c0_000896.gray
896,2,172132254929000,c2_000896.gray
904,0,172132274142000,c0_000904.gray
904,2,172132274159000,c2_000904.gray
907,0,172132288277000,c0_000907.gray
907,2,172132288313000,c2_000907.gray
911,0,172132307273000,c0_000911.gray
911,2,172132307309000,c2_000911.gray
914,0,172132321624000,c0_000914.gray
914,2,172132321654000,c2_000914.gray
918,0,172132340649000,c0_000918.gray
918,2,172132340676000,c2_000918.gray
920,0,172132354929000,c0_000920.gray
920,2,172132354961000,c2_000920.gray
924,0,172132373931000,c0_000924.gray
924,2,172132373962000,c2_000924.gray
926,0,172132388261000,c0_000926.gray
926,2,172132388297000,c2_000926.gray
930,0,172132407257000,c0_000930.gray
930,2,172132407291000,c2_000930.gray
933,0,172132421593000,c0_000933.gray
933,2,172132421627000,c2_000933.gray
936,0,172132440595000,c0_000936.gray
936,2,172132440621000,c2_000936.gray
938,0,172132454932000,c0_000938.gray
938,2,172132454969000,c2_000938.gray
942,0,172132473937000,c0_000942.gray
942,2,172132473971000,c2_000942.gray
944,0,172132488265000,c0_000944.gray
944,2,172132488302000,c2_000944.gray
948,2,172132507308000,c2_000948.gray
949,0,172132507274000,c0_000949.gray
951,0,172132521598000,c0_000951.gray
951,2,172132521635000,c2_000951.gray
955,0,172132540609000,c0_000955.gray
955,2,172132540634000,c2_000955.gray
956,2,172132554971000,c2_000956.gray
957,0,172132554933000,c0_000957.gray
960,0,172132573931000,c0_000960.gray
960,2,172132573960000,c2_000960.gray
962,0,172132588265000,c0_000962.gray
962,2,172132588304000,c2_000962.gray
967,0,172132607255000,c0_000967.gray
967,2,172132607279000,c2_000967.gray
969,0,172132621600000,c0_000969.gray
969,2,172132621637000,c2_000969.gray
973,0,172132640589000,c0_000973.gray
973,2,172132640615000,c2_000973.gray
975,0,172132654932000,c0_000975.gray
975,2,172132654971000,c2_000975.gray
979,0,172132673924000,c0_000979.gray
979,2,172132673957000,c2_000979.gray
981,0,172132688266000,c0_000981.gray
981,2,172132688305000,c2_000981.gray
986,0,172132707257000,c0_000986.gray
986,2,172132707284000,c2_000986.gray
988,0,172132721599000,c0_000988.gray
988,2,172132721637000,c2_000988.gray
992,0,172132740594000,c0_000992.gray
992,2,172132740631000,c2_000992.gray
994,0,172132754930000,c0_000994.gray
994,2,172132754967000,c2_000994.gray
999,0,172132773949000,c0_000999.gray
999,2,172132773989000,c2_000999.gray
1001,0,172132788262000,c0_001001.gray
1001,2,172132788292000,c2_001001.gray
1005,0,172132807262000,c0_001005.gray
1005,2,172132807297000,c2_001005.gray
1007,0,172132821602000,c0_001007.gray
1007,2,172132821641000,c2_001007.gray
1011,0,172132840598000,c0_001011.gray
1011,2,172132840635000,c2_001011.gray
1013,0,172132854933000,c0_001013.gray
1013,2,172132854973000,c2_001013.gray
1017,0,172132873931000,c0_001017.gray
1017,2,172132873968000,c2_001017.gray
1019,0,172132888271000,c0_001019.gray
1019,2,172132888313000,c2_001019.gray
1023,0,172132907267000,c0_001023.gray
1023,2,172132907307000,c2_001023.gray
1025,0,172132921605000,c0_001025.gray
1025,2,172132921644000,c2_001025.gray
1029,0,172132940604000,c0_001029.gray
1029,2,172132940644000,c2_001029.gray
1031,0,172132955051000,c0_001031.gray
1031,2,172132955090000,c2_001031.gray
1035,0,172132973928000,c0_001035.gray
1035,2,172132973956000,c2_001035.gray
1037,0,172132988288000,c0_001037.gray
1037,2,172132988318000,c2_001037.gray
1041,0,172133007263000,c0_001041.gray
1041,2,172133007290000,c2_001041.gray
1042,0,172133021602000,c0_001042.gray
1042,2,172133021639000,c2_001042.gray
1046,0,172133040629000,c0_001046.gray
1046,2,172133040666000,c2_001046.gray
1048,0,172133054938000,c0_001048.gray
1048,2,172133054978000,c2_001048.gray
1052,0,172133073928000,c0_001052.gray
1052,2,172133073965000,c2_001052.gray
1054,0,172133088272000,c0_001054.gray
1054,2,172133088310000,c2_001054.gray
1058,0,172133107262000,c0_001058.gray
1058,2,172133107288000,c2_001058.gray
1061,0,172133121605000,c0_001061.gray
1061,2,172133121644000,c2_001061.gray
1065,0,172133140626000,c0_001065.gray
1065,2,172133140661000,c2_001065.gray
1068,0,172133154938000,c0_001068.gray
1068,2,172133154983000,c2_001068.gray
1072,0,172133173934000,c0_001072.gray
1072,2,172133173962000,c2_001072.gray
1074,0,172133188270000,c0_001074.gray
1074,2,172133188310000,c2_001074.gray
1078,0,172133207266000,c0_001078.gray
1078,2,172133207306000,c2_001078.gray
1080,0,172133221606000,c0_001080.gray
1080,2,172133221646000,c2_001080.gray
1083,0,172133240601000,c0_001083.gray
1083,2,172133240641000,c2_001083.gray
1085,0,172133254936000,c0_001085.gray
1085,2,172133254973000,c2_001085.gray
1089,0,172133273931000,c0_001089.gray
1089,2,172133273968000,c2_001089.gray
1091,0,172133288272000,c0_001091.gray
1091,2,172133288311000,c2_001091.gray
1095,0,172133307269000,c0_001095.gray
1095,2,172133307309000,c2_001095.gray
1097,0,172133321608000,c0_001097.gray
1097,2,172133321648000,c2_001097.gray
1101,0,172133340597000,c0_001101.gray
1101,2,172133340626000,c2_001101.gray
1103,0,172133354935000,c0_001103.gray
1103,2,172133354963000,c2_001103.gray
1106,0,172133373933000,c0_001106.gray
1106,2,172133373978000,c2_001106.gray
1108,0,172133388271000,c0_001108.gray
1108,2,172133388311000,c2_001108.gray
1112,0,172133407266000,c0_001112.gray
1112,2,172133407303000,c2_001112.gray
1114,0,172133421686000,c0_001114.gray
1114,2,172133421721000,c2_001114.gray
1118,0,172133440635000,c0_001118.gray
1118,2,172133440672000,c2_001118.gray
1120,0,172133454935000,c0_001120.gray
1120,2,172133454965000,c2_001120.gray
1124,0,172133473937000,c0_001124.gray
1124,2,172133473976000,c2_001124.gray
1126,0,172133488269000,c0_001126.gray
1126,2,172133488308000,c2_001126.gray
1130,0,172133507320000,c0_001130.gray
1130,2,172133507355000,c2_001130.gray
1132,0,172133521607000,c0_001132.gray
1132,2,172133521649000,c2_001132.gray
1136,0,172133540610000,c0_001136.gray
1136,2,172133540647000,c2_001136.gray
1138,0,172133554937000,c0_001138.gray
1138,2,172133554968000,c2_001138.gray
1142,0,172133573933000,c0_001142.gray
1142,2,172133573961000,c2_001142.gray
1144,0,172133588271000,c0_001144.gray
1144,2,172133588303000,c2_001144.gray
1148,0,172133607285000,c0_001148.gray
1148,2,172133607326000,c2_001148.gray
1150,0,172133621605000,c0_001150.gray
1150,2,172133621635000,c2_001150.gray
1154,0,172133640601000,c0_001154.gray
1154,2,172133640629000,c2_001154.gray
1156,0,172133654939000,c0_001156.gray
1156,2,172133654969000,c2_001156.gray
1160,0,172133673942000,c0_001160.gray
1160,2,172133673971000,c2_001160.gray
1162,0,172133688277000,c0_001162.gray
1162,2,172133688306000,c2_001162.gray
1165,0,172133707264000,c0_001165.gray
1165,2,172133707292000,c2_001165.gray
1167,0,172133721607000,c0_001167.gray
1167,2,172133721646000,c2_001167.gray
1171,0,172133740602000,c0_001171.gray
1171,2,172133740641000,c2_001171.gray
1172,0,172133754940000,c0_001172.gray
1172,2,172133754979000,c2_001172.gray
1176,0,172133773935000,c0_001176.gray
1176,2,172133773971000,c2_001176.gray
1179,0,172133788273000,c0_001179.gray
1179,2,172133788309000,c2_001179.gray
1183,0,172133807268000,c0_001183.gray
1183,2,172133807305000,c2_001183.gray
1186,0,172133821602000,c0_001186.gray
1186,2,172133821627000,c2_001186.gray
1190,0,172133840602000,c0_001190.gray
1190,2,172133840638000,c2_001190.gray
1192,0,172133854939000,c0_001192.gray
1192,2,172133854977000,c2_001192.gray
