# timestamp tx ty tz qx qy qz qw
172139.680244419 -0.059369599 -0.106521444 -0.052896797 0.446449986 -0.341999153 -0.698998878 0.441723395
172139.713577949 -0.061426791 -0.096686050 -0.050394767 0.435114878 -0.332872816 -0.716870793 0.431238910
172139.746911480 -0.063474238 -0.104033268 -0.067835103 0.422804567 -0.310221853 -0.740757148 0.419854198
172139.780245010 -0.069717912 -0.109397619 -0.082301636 0.407524057 -0.288993367 -0.761952375 0.412111096
172139.813578540 -0.076630959 -0.112368923 -0.096056272 0.386293569 -0.265989382 -0.783480132 0.407658938
172139.846912070 -0.082620336 -0.115155152 -0.107846254 0.368442260 -0.247598211 -0.798004835 0.407595033
172139.880245601 -0.088687860 -0.115390789 -0.117370625 0.345484622 -0.230233726 -0.811359134 0.411496249
172139.913579131 -0.093584777 -0.115746563 -0.126266247 0.325741295 -0.215295643 -0.819695629 0.419093630
172139.946912661 -0.096556937 -0.116221192 -0.132478172 0.304145653 -0.201768796 -0.824724037 0.431989628
172139.980246191 -0.099708302 -0.115195049 -0.139226375 0.281436366 -0.190809697 -0.826013501 0.449540797
172140.013579722 -0.101580643 -0.112327320 -0.146487950 0.258639541 -0.180918352 -0.823718415 0.471022410
172140.046913252 -0.103328878 -0.108060672 -0.152992512 0.239674305 -0.175221990 -0.818582769 0.491706958
172140.080246782 -0.101285054 -0.103851061 -0.156429487 0.220642508 -0.171638198 -0.810703224 0.514409852
172140.113580312 -0.097149853 -0.101843981 -0.161602399 0.206182851 -0.169762308 -0.800118524 0.537103098
172140.146913843 -0.090372726 -0.097194667 -0.164944977 0.193542086 -0.168954464 -0.788381757 0.558972320
172140.180247373 -0.081995259 -0.088385798 -0.167130410 0.182566113 -0.169811424 -0.776844442 0.578226951
172140.213580903 -0.072320924 -0.077322909 -0.168260606 0.174285087 -0.172538271 -0.763974523 0.596823409
172140.246914433 -0.060394797 -0.064179792 -0.169164584 0.169493339 -0.176530971 -0.749733937 0.614823429
172140.280247964 -0.047149351 -0.050006433 -0.170463931 0.168472310 -0.181471807 -0.734659423 0.631633277
172140.313581494 -0.035009946 -0.037786660 -0.173608769 0.168903456 -0.188376987 -0.721543207 0.644485170
172140.346915024 -0.018570408 -0.021594303 -0.174319859 0.170172853 -0.194581944 -0.708080588 0.657115628
172140.380248554 0.000242712 -0.006119663 -0.175528066 0.171433506 -0.198375026 -0.695247200 0.669245272
172140.413582085 0.019041660 0.011177542 -0.178041270 0.171753932 -0.201658938 -0.683567894 0.680124396
172140.446915615 0.034502784 0.026363909 -0.182912048 0.172106907 -0.204824953 -0.673682927 0.688895685
172140.480249145 0.051213828 0.042479952 -0.188874749 0.168515696 -0.203482266 -0.664363765 0.699155359
172140.513582675 0.068115266 0.057807822 -0.198317130 0.161391771 -0.197618323 -0.655231445 0.711035476
172140.546916206 0.082872807 0.074466231 -0.209611731 0.150949719 -0.189228539 -0.648195262 0.721976207
172140.580249736 0.097084572 0.087874703 -0.223017981 0.139264615 -0.177256437 -0.641915033 0.732891952
172140.613583266 0.109251788 0.101042861 -0.238333442 0.126760067 -0.164547763 -0.635901699 0.743293313
172140.646916796 0.121983292 0.113136546 -0.253503872 0.112398350 -0.150824050 -0.630625016 0.752948077
172140.680250327 0.132235186 0.125090743 -0.268641197 0.097837183 -0.137639754 -0.625000347 0.762140243
