#timestamp [ns],w_x,w_y,w_z,a_x,a_y,a_z
172127580946264,0.0033997328,0.0622107125,0.010045074,-0.255249985,9.71090887,1.87279136
172127581953280,0.0033997328,0.0622107125,0.010045074,-0.238705669,9.72529777,1.90403229
172127582959296,0.0033997328,0.0622107125,0.010045074,-0.243603579,9.7348011,1.91359962
172127583965312,0.0033997328,0.0622107125,0.010045074,-0.248361037,9.73479673,1.90398751
172127584971328,0.0033997328,0.0622107125,0.010045074,-0.229203342,9.73495211,1.90407214
172127585977344,0.0033997328,0.0622107125,0.010045074,-0.226864569,9.7349112,1.92086688
172127586984360,0.0033997328,0.0622107125,0.010045074,-0.24115632,9.72521801,1.92080588
172127587990376,0.0033997328,0.0622107125,0.010045074,-0.224272015,9.71824043,1.90169988
172127588996392,0.0033997328,0.0622107125,0.010045074,-0.209959438,9.73037087,1.88977157
172127590002408,0.0033997328,0.0622107125,0.010045074,-0.2363204,9.73255139,1.88965459
172127591008424,0.0033997328,0.0622107125,0.010045074,-0.243361182,9.70849978,1.90401546
172127592014440,0.0033997328,0.0622107125,0.010045074,-0.231381327,9.70377409,1.91366054
172127593020456,0.0033997328,0.0622107125,0.010045074,-0.236307809,9.72290579,1.90883897
172127594027472,0.0033997328,0.0622107125,0.010045074,-0.248214291,9.72046622,1.89440027
172127595033488,0.0033997328,0.0622107125,0.010045074,-0.236942741,9.7801761,1.96157437
172127596039504,0.0129123271,0.074090914,0.00157062622,-0.239562416,9.79923242,1.98313848
172127597045520,0.0753957808,0.143349189,-0.0652085924,-0.267601794,9.73696657,1.92308417
172127598051536,0.0787647587,0.13060915,-0.0800758785,-0.265116275,9.72259516,1.93029166
172127599057552,0.0281594687,0.0540703643,-0.0377010505,-0.253198654,9.72263194,1.94712872
172127600063568,-0.00986686173,0.00333604587,-0.0027349624,-0.257944974,9.72022479,1.93991497
172127601069584,-0.0193933126,-0.00747955554,0.00680255638,-0.281976605,9.7295986,1.94220445
172127602076600,-0.0162292404,-0.00208688098,0.00255682783,-0.258085424,9.72973249,1.9590944
172127603082616,-0.0119910495,0.00224470711,-0.00168148849,-0.229060232,9.69888453,1.94724068
172127604088632,-0.0109315021,0.00332760413,-0.0027410677,-0.238546577,9.68924742,1.94240536
172127605094648,-0.0109169339,0.00118362061,-0.00167407654,-0.252921144,9.69395369,1.93274971
172127606100664,-0.0119764814,0.000100723599,-0.000614498367,-0.248002408,9.68688761,1.91119308
172127607106680,-0.0119764814,0.000100723599,-0.000614498367,-0.243048804,9.66537037,1.91361753
172127608112696,-0.0130462146,0.00116673714,-0.00168628713,-0.26697195,9.665202,1.90631854
172127609118712,-0.0141159489,0.00223275068,-0.00275807695,-0.255345881,9.71080545,1.90156421
172127610125728,-0.0130513075,0.00224119242,-0.00275197164,-0.233981871,9.72043624,1.93522528
172127611131744,-0.0130418322,0.00117166419,-0.00275066499,-0.252933979,9.69152505,1.94234128
172127612137760,-0.0119771919,0.00118010593,-0.0027445597,-0.252884335,9.69640818,1.91596493
172127613143776,-0.0130556899,0.00223626537,-0.00168759378,-0.241038391,9.70844164,1.92560568
172127614149792,-0.0130462146,0.00116673714,-0.00168628713,-0.25781421,9.70587704,1.9351232
172127615155808,-0.0141057631,8.38401154e-05,-0.000626708968,-0.262649886,9.71061791,1.93749854
172127616161824,-0.0151609282,-0.000994129855,-0.000631507616,-0.236355757,9.72285408,1.92322539
172127617167840,-0.0151704035,7.53983779e-05,-0.000632814265,-0.222014607,9.72535615,1.92568598
172127618174857,-0.0151798787,0.00114492661,-0.000634120914,-0.243399687,9.70121387,1.93279017
