# timestamp tx ty tz qx qy qz qw
100005.549474000 0.098757191 -0.072403586 0.066027345 0.861295465 -0.007139294 -0.507971049 0.009195954
100005.582807000 0.020982076 -0.124513741 0.076443200 -0.870519616 -0.000557082 0.492108094 0.004991197
100005.616140000 0.034862795 -0.158145880 0.077950911 -0.866633263 -0.001863296 0.498763250 0.013361756
100005.649473000 0.039694726 -0.178931234 0.078707018 -0.862703722 0.003034542 0.505269427 0.020877876
100005.682806000 0.042849092 -0.199509166 0.080512266 -0.858199821 0.003515023 0.512665855 0.025581877
100005.716139000 0.044194904 -0.221048838 0.082378738 -0.853440353 -0.002029860 0.520550622 0.025738953
100005.749472000 0.044691815 -0.243528153 0.084119283 -0.848753574 -0.001584603 0.528083858 0.027245146
100005.782805000 0.045143991 -0.266606470 0.085530093 -0.843949750 0.000664672 0.535689523 0.028019867
100005.816138000 0.046364389 -0.290290308 0.086398927 -0.840517273 0.005310821 0.540874583 0.030938568
100005.849471000 0.046863117 -0.314921020 0.086962050 -0.839601345 0.009723156 0.541815486 0.037563544
100005.882804000 0.047869854 -0.340714364 0.087110606 -0.839278395 0.010926609 0.541712047 0.045171265
100005.916137000 0.048656681 -0.368065187 0.087068074 -0.839202662 0.010435162 0.541261035 0.051638086
100005.949470000 0.049922842 -0.397369948 0.086471462 -0.839839303 0.012710383 0.539981924 0.054110194
100005.982803000 0.051007349 -0.427980821 0.085951696 -0.841135429 0.012780043 0.537901937 0.054675102
100006.016136000 0.051695171 -0.459773280 0.085717892 -0.843382066 0.010691294 0.534604683 0.052822539
100006.049469000 0.051882159 -0.492297934 0.086084129 -0.844858326 0.006304098 0.532530247 0.050854738
100006.082802000 0.051589358 -0.525159507 0.087001512 -0.844969348 0.001613291 0.532363444 0.051121043
100006.116135000 0.050627867 -0.558678235 0.087667418 -0.843236524 -0.000677149 0.535029334 0.051916451
100006.149468000 0.049569817 -0.593219780 0.087843754 -0.841303135 -0.001332346 0.538035131 0.052205927
100006.182801000 0.048572518 -0.628448147 0.087689332 -0.839797633 -0.000756700 0.540239500 0.053671648
100006.216134000 0.050363423 -0.697686063 0.084378458 -0.841850569 -0.003495803 0.536395782 0.059623522
100006.249467000 0.049451509 -0.731483606 0.083151751 -0.842457578 -0.000181190 0.535131312 0.062447379
100006.282800000 0.048844766 -0.771252504 0.081471639 -0.843631027 0.004532730 0.532621622 0.067678298
100006.316133000 0.048774930 -0.811934428 0.079721768 -0.844899005 0.011358843 0.529502988 0.075121462
100006.349466000 0.048769128 -0.853903054 0.078045286 -0.845674345 0.018615624 0.526796878 0.083506941
100006.382799000 0.048920884 -0.897232250 0.076583014 -0.845907903 0.025953970 0.524589104 0.092587707
100006.416132000 0.022702690 -0.908293033 0.080210684 -0.845652949 0.038782276 0.522327292 0.102670468
100006.449465000 0.021804538 -0.971243851 0.078425778 -0.845725553 0.048901694 0.519283594 0.112700766
100006.482798000 0.020722449 -1.020006713 0.077083405 -0.845633024 0.054337562 0.517587134 0.118557063
100006.516131000 0.019456354 -1.070995223 0.075708334 -0.845333027 0.058937381 0.516440120 0.123402033
100006.549464000 0.018275576 -1.124198556 0.074259662 -0.845169455 0.062423875 0.515402091 0.127092630
100006.582797000 0.017058712 -1.179477653 0.073012224 -0.844984103 0.062465502 0.514536377 0.131727915
100006.616130000 0.015510578 -1.237432110 0.071181456 -0.844465695 0.063746613 0.514855678 0.133182921
100006.649463000 0.013841174 -1.297412879 0.069399993 -0.843737403 0.063959347 0.515603320 0.134794709
100006.682796000 0.012204533 -1.359108817 0.067474892 -0.842698473 0.066555088 0.516723763 0.135743346
100006.716129000 0.010327772 -1.422473171 0.065590705 -0.841509076 0.068416790 0.518051234 0.137129638
100006.749462000 0.008049430 -1.487820650 0.063360227 -0.840441944 0.069615225 0.519741458 0.136674346
100006.782795000 -0.074820390 -1.613926701 0.042134361 -0.843320923 0.067794330 0.513137915 0.144579494
100006.816128000 -0.083233602 -1.690497883 0.038729687 -0.842343953 0.069691026 0.514619934 0.144104644
100006.849461000 -0.079042875 -1.595782898 0.055846245 -0.841158372 0.082200862 0.518747367 0.128828492
100006.882794000 -0.086159054 -1.660274100 0.054036361 -0.839290422 0.086010547 0.521135313 0.128886612
100006.916127000 -0.115010053 -1.793233528 0.036619575 -0.837137276 0.089137355 0.520810558 0.141464043
100006.949460000 -0.122412272 -1.866738601 0.033768669 -0.837881252 0.094604622 0.515729175 0.151751083
100006.982793000 -0.130554125 -1.941826578 0.031067434 -0.837988109 0.094810576 0.513144607 0.159591652
100007.016126000 -0.138996700 -2.018819061 0.028977216 -0.837009071 0.094235042 0.513534049 0.163763101
100007.049459000 -0.148111967 -2.096566568 0.027717828 -0.832554538 0.099818724 0.517651298 0.170077327
100007.082792000 -0.158242558 -2.175223042 0.026891213 -0.825071052 0.108776705 0.525220411 0.177676412
100007.116125000 -0.168551241 -2.255384863 0.025336113 -0.818156185 0.116609565 0.530990704 0.187273969
100007.149458000 -0.178739013 -2.338044733 0.022350747 -0.813207869 0.123619988 0.532979163 0.198353905
