#t[ns],wx,wy,wz,ax,ay,az
43443463817463,-2.80910205,0.12676646,-1.13557189,-5.59285508,-7.71651195,-0.565031592
43443464805700,-2.79525388,0.132092782,-1.11107074,-5.58327827,-7.76918439,-0.565031592
43443465794920,-2.78034018,0.137419104,-1.08763492,-5.59764348,-7.80509741,-0.60573302
43443466783157,-2.76649174,0.142745434,-1.06419911,-5.60961449,-7.83861624,-0.656011255
43443467771395,-2.74944751,0.149137021,-1.04076329,-5.64073911,-7.87931766,-0.699106885
43443468759632,-2.73240328,0.154463343,-1.01839273,-5.70777676,-7.94635531,-0.656011255
43443469747869,-2.71535905,0.156593872,-0.996022181,-5.72214197,-7.95114371,-0.596156213
43443470736106,-2.69831482,0.156593872,-0.972586364,-5.71735356,-7.91523069,-0.617704028
43443471725326,-2.67914006,0.156593872,-0.948085281,-5.69819995,-7.9367785,-0.572214197
43443472713563,-2.65890003,0.156593872,-0.924649464,-5.69580575,-7.99902775,-0.543483777
43443473701800,-2.63866001,0.154463343,-0.902278911,-5.69101735,-7.96311472,-0.574608398
43443474690038,-2.61628945,0.153398079,-0.879908358,-5.67904634,-7.91523069,-0.629675037
43443475678275,-2.59498417,0.152332814,-0.857537804,-5.66468113,-7.87931766,-0.639251843
43443476666512,-2.57367888,0.152332814,-0.833036722,-5.67904634,-7.80030901,-0.588973608
43443477655732,-2.55024306,0.15126755,-0.807470376,-5.74129558,-7.73087716,-0.536301172
43443478643969,-2.52574198,0.147006492,-0.781904029,-5.78678541,-7.70454094,-0.418985291
43443479632206,-2.5012409,0.139549633,-0.757402947,-5.83945785,-7.69735834,-0.318428821
43443480620444,-2.47673981,0.133158046,-0.732901865,-5.89213029,-7.65186851,-0.258573779
43443481608681,-2.45223873,0.125701195,-0.708400783,-5.9184665,-7.58483086,-0.193930334
43443482596918,-2.42773765,0.116113815,-0.683899768,-5.95198533,-7.57046565,-0.201112939
43443483586138,-2.40323657,0.106526435,-0.659398686,-5.93283171,-7.56088884,-0.196324536
43443484574375,-2.37980075,0.0958737909,-0.634897604,-5.94719692,-7.56328304,-0.148440503
43443485562612,-2.35636493,0.0852211549,-0.611461786,-6.00705197,-7.60877288,-0.107739075
43443486550849,-2.33399438,0.0735032461,-0.589091233,-6.03099398,-7.60159027,-0.0359130249
43443487539087,-2.31162383,0.0617853331,-0.567785944,-6.03338818,-7.58004246,-0.0119710083
43443488527324,-2.29031854,0.0500674243,-0.547545887,-6.07887802,-7.57525405,-0.0167594116
43443489516543,-2.26688272,0.0383495197,-0.527305863,-6.16267507,-7.62313809,0.0215478149
43443490504781,-2.2434469,0.0255663444,-0.506000574,-6.2033765,-7.63271489,0.0646434448
43443491493018,-2.21894569,0.0106526444,-0.487891078,-6.23450112,-7.58243666,0.0670376465
43443492481255,-2.19657513,-0.00319579305,-0.469781583,-6.24886633,-7.58483086,0.0718260498
43443493469492,-2.17420458,-0.0181094954,-0.449541559,-6.29196196,-7.63271489,0.0574608398
43443494457730,-2.1497035,-0.0330231954,-0.430366799,-6.33266339,-7.6494743,0.00957680664
43443495446949,-2.12520242,-0.0500674243,-0.411192039,-6.32069238,-7.58004246,-0.0814028564
43443496435187,-2.09963607,-0.0660463909,-0.392017279,-6.26801995,-7.46512078,-0.220266553
43443497423424,-2.07193919,-0.0788295683,-0.37071199,-6.25126053,-7.42681355,-0.287304199
43443498411661,-2.04317706,-0.0894822043,-0.347276206,-6.28717356,-7.47948599,-0.232237561
43443499399898,-2.01228439,-0.102265378,-0.323840389,-6.351817,-7.51300481,-0.112527478
43443500388136,-1.98352225,-0.116113815,-0.3025351,-6.38294163,-7.51061061,-0.0287304199
43443501377355,-1.95689064,-0.133158046,-0.282295076,-6.38054742,-7.52258162,-0.0167594116
43443502365592,-1.93345482,-0.149137021,-0.262055035,-6.38294163,-7.54412943,-0.0239420166
43443503353830,-1.90895374,-0.166181252,-0.240749746,-6.36618221,-7.57525405,-0.0215478149
43443504342067,-1.88445265,-0.184290731,-0.219444457,-6.32308658,-7.60637867,-0.0191536133
43443505330304,-1.85888631,-0.202400226,-0.198139168,-6.27280835,-7.60398447,-0.0119710083
43443506318541,-1.83438523,-0.219444457,-0.175768615,-6.24407793,-7.60159027,-0.0598550415
43443507307761,-1.81094941,-0.234358159,-0.153398079,-6.1985881,-7.61116708,-0.110133276
43443508295998,-1.78751359,-0.248206597,-0.132092782,-6.15788667,-7.62792649,-0.102950671
43443509284236,-1.76301251,-0.258859241,-0.109722229,-6.15788667,-7.6446859,-0.153228906
43443510272473,-1.73851143,-0.27057715,-0.0884169399,-6.15788667,-7.67820472,-0.244208569
43443511260710,-1.71507561,-0.284425604,-0.0671116553,-6.12436785,-7.70454094,-0.311246216
43443512248947,-1.69163979,-0.295078249,-0.046871631,-6.09803163,-7.72848296,-0.371101257
43443513238167,-1.66926924,-0.305730893,-0.0266316088,-6.09563743,-7.76918439,-0.426167896
43443514226404,-1.64476816,-0.315318273,-0.0063915861,-6.08606062,-7.79791481,-0.509964954
43443515214641,-1.61920181,-0.323840389,0.0138484366,-6.07648381,-7.82903943,-0.596156213
43443516202879,-1.59470073,-0.333427768,0.0330231954,-6.07408961,-7.87213506,-0.658405457
43443517191116,-1.56806912,-0.341949884,0.0521979532,-6.03338818,-7.89368287,-0.77811554
43443518180336,-1.54356803,-0.349406735,0.0713727172,-6.01662877,-7.89128867,-0.873883606
43443519168573,-1.51800169,-0.356863553,0.0894822043,-6.00944617,-7.86734666,-0.924161841
43443520156810,-1.49137008,-0.362189875,0.1075917,-5.94719692,-7.83622203,-1.02471831
43443521145047,-1.46473847,-0.366450933,0.12676646,-5.89931289,-7.86255825,-1.11330377
43443522133285,-1.44023738,-0.368581462,0.145941228,-5.9160723,-7.90804808,-1.16118781
43443523121522,-1.41467104,-0.37071199,0.165115988,-5.89691869,-7.92241329,-1.23780226
43443524110741,-1.39123535,-0.371777255,0.184290731,-5.85861146,-7.91523069,-1.33596453
43443525098979,-1.36673427,-0.371777255,0.202400226,-5.80593903,-7.88650027,-1.40060797
43443526087216,-1.34223319,-0.371777255,0.218379193,-5.7724202,-7.86734666,-1.4389152
43443527075453,-1.31879737,-0.37071199,0.235423424,-5.75326659,-7.87931766,-1.53228906
43443528063690,-1.29429629,-0.368581462,0.252467655,-5.71735356,-7.86495245,-1.61608612
43443529051928,-1.26979521,-0.366450933,0.268446621,-5.68144054,-7.85537565,-1.67115276
43443530041147,-1.24529413,-0.362189875,0.285490869,-5.66468113,-7.86255825,-1.78128604
43443531029385,-1.22398884,-0.356863553,0.3025351,-5.63355651,-7.83861624,-1.84592948
43443532017622,-1.20268355,-0.350471966,0.318514066,-5.53778844,-7.80509741,-1.89381351
43443533005859,-1.180313,-0.341949884,0.334493033,-5.50426962,-7.7835496,-1.98718738
43443533994096,-1.16007297,-0.333427768,0.351537231,-5.4755392,-7.71172355,-1.99915839
43443534982334,-1.13876768,-0.325970917,0.369646726,-5.43483777,-7.63032069,-2.05661923
43443535971553,-1.11746239,-0.316383538,0.386690957,-5.41568416,-7.59919607,-2.19069452
43443536959790,-1.0972223,-0.303600364,0.404800452,-5.38695374,-7.59919607,-2.27688578
43443537948028,-1.07804754,-0.289751927,0.422909948,-5.36301172,-7.56328304,-2.36068284
43443538936265,-1.05780752,-0.275903472,0.439954179,-5.3318871,-7.51300481,-2.47560452
43443539924502,-1.03756749,-0.26098977,0.45699841,-5.29357987,-7.46990918,-2.60728561
43443540912739,-1.01626221,-0.248206597,0.47617317,-5.27682046,-7.43399615,-2.66474645
43443541901959,-0.996022181,-0.234358159,0.495347929,-5.27442626,-7.41244834,-2.70544788
43443542890196,-0.974716892,-0.219444457,0.514522689,-5.25287844,-7.3549875,-2.76290872
43443543878433,-0.953411604,-0.202400226,0.535827978,-5.21696542,-7.30949767,-2.80600435
43443544866671,-0.932106315,-0.18642126,0.555002738,-5.17865819,-7.28555565,-2.8778304
43443545854908,-0.911866291,-0.17044231,0.57630806,-5.13795676,-7.25921943,-2.93289703
43443546843145,-0.890561002,-0.154463343,0.598678613,-5.08289012,-7.19457599,-2.90416661
43443547832365,-0.869255713,-0.138484368,0.619983902,-5.0541597,-7.13950935,-2.90656082
43443548820602,-0.850080953,-0.118244344,0.64128919,-5.0469771,-7.12035574,-2.96162745
43443549808839,-0.830906194,-0.0990695842,0.663659744,-5.02782349,-7.09162532,-3.00472308
43443550797077,-0.812796698,-0.0798948327,0.684965032,-5.02782349,-7.08683691,-3.09091434
43443551785314,-0.793621938,-0.0607200687,0.70520499,-5.00148727,-7.09641372,-3.1675288
43443552773551,-0.77231665,-0.0404800486,0.727575543,-4.99430466,-7.0628949,-3.22259543
43443553762771,-0.752076625,-0.0202400243,0.749946096,-5.02064088,-7.04613549,-3.28245048
43443554751008,-0.732901865,0.00106526437,0.771251385,-5.01585248,-7.03655868,-3.3111809
43443555739245,-0.715857634,0.0213052887,0.793621938,-5.00388147,-7.01979927,-3.30878669
43443556727482,-0.696682941,0.0426105774,0.812796698,-4.97993945,-7.01261666,-3.30639249
43443557715720,-0.676442917,0.063915862,0.830906194,-4.95599744,-6.98867465,-3.30399829
43443558703957,-0.655137628,0.0841558904,0.850080953,-4.91290181,-6.94318481,-3.3183635
43443559693177,-0.635962868,0.105461171,0.870320978,-4.85783517,-6.9168486,-3.32554611
43443560681414,-0.616788108,0.127831724,0.892691531,-4.82192214,-6.90248339,-3.3111809
43443561669651,-0.597613349,0.15126755,0.912931555,-4.78361492,-6.88093557,-3.29681569
43443562657888,-0.579503853,0.172572839,0.933171579,-4.73573088,-6.84981095,-3.27047947
43443563646126,-0.560329093,0.193878111,0.952346339,-4.70939467,-6.82108053,-3.24414325
43443564634363,-0.5411543,0.214118135,0.974716892,-4.69263525,-6.79713851,-3.26808527
43443565623582,-0.52197954,0.234358159,0.996022181,-4.65193383,-6.7755907,-3.30878669
43443566611820,-0.502804781,0.256728712,1.01732747,-4.59686719,-6.75164868,-3.28484468
43443567600057,-0.48576055,0.280164547,1.03969802,-4.54180055,-6.67742843,-3.24653745
43443568588294,-0.468716319,0.301469835,1.06100331,-4.49152231,-6.59123717,-3.23696064
43443569576531,-0.452737352,0.322775124,1.08337386,-4.44603248,-6.54095894,-3.22259543
43443570564769,-0.436758385,0.344080413,1.10680968,-4.40293685,-6.47870969,-3.19147081
43443571553988,-0.419714155,0.366450933,1.12811504,-4.34308181,-6.38773003,-3.1747114
43443572542226,-0.402669924,0.387756221,1.15048559,-4.30716879,-6.31590398,-3.15795199
43443573530463,-0.386690957,0.410126775,1.17392141,-4.27364996,-6.27999095,-3.10767375
43443574518700,-0.371777255,0.431432063,1.19842249,-4.23055433,-6.19379969,-3.06697233
43443575506937,-0.356863553,0.453802616,1.22398884,-4.15393988,-6.11718524,-3.06697233
43443576495175,-0.343015148,0.47617317,1.24848992,-4.10366165,-6.10521423,-3.05739552
43443577484394,-0.329166711,0.498543723,1.27086047,-4.09408484,-6.03099398,-3.04542451
43443578472631,-0.315318273,0.520914276,1.29536155,-4.07014282,-5.94001432,-3.10527955
43443579460869,-0.301469835,0.5411543,1.3209279,-4.06296022,-5.90410129,-3.13400997
43443580449106,-0.287621398,0.561394358,1.34542898,-4.0414124,-5.84664045,-3.09330854
43443581437343,-0.273772943,0.581634382,1.36993006,-3.99113417,-5.76044919,-3.09330854
43443582425580,-0.263120299,0.602939671,1.39443115,-3.94803854,-5.69101735,-3.11246216
43443583414800,-0.250337126,0.623179695,1.4189321,-3.92888492,-5.6239797,-3.09570275
43443584403037,-0.237553953,0.643419719,1.44343318,-3.93367333,-5.58088407,-3.04542451
43443585391275,-0.224770779,0.663659744,1.46899952,-3.92170232,-5.52821163,-2.99514628
43443586379512,-0.213052871,0.686030297,1.49350061,-3.86902988,-5.45399138,-2.96162745
43443587367749,-0.203465491,0.706270255,1.51906695,-3.83551106,-5.40131895,-2.92332023
43443588355986,-0.194943375,0.726510279,1.54143751,-3.80917484,-5.29597407,-2.89458981
43443589345206,-0.185355995,0.746750303,1.56487332,-3.76368501,-5.188235,-2.885013
43443590333443,-0.175768615,0.766990327,1.58724388,-3.74213719,-5.15232197,-2.84909998
43443591321680,-0.168311781,0.787230352,1.60961443,-3.73016619,-5.09964954,-2.83712897
43443592309918,-0.161920194,0.807470376,1.63411551,-3.69185896,-5.01345828,-2.84670577
43443593298155,-0.153398079,0.8277104,1.65755133,-3.63200392,-4.94881483,-2.82276376
43443594286392,-0.145941228,0.847950425,1.67992188,-3.5984851,-4.88895979,-2.80839855
43443595275612,-0.140614906,0.867125184,1.70229244,-3.56736047,-4.82671055,-2.81318695
43443596263849,-0.134223311,0.887365209,1.72572825,-3.53384165,-4.77643231,-2.84431157
43443597252086,-0.129962253,0.907605233,1.74703354,-3.52905325,-4.70700046,-2.85628258
43443598240324,-0.124635931,0.928910522,1.7694041,-3.49314022,-4.67827004,-2.85149418
43443599228561,-0.118244344,0.949150546,1.79283991,-3.44525619,-4.64953962,-2.87543619
43443600216798,-0.110787493,0.96939057,1.81627573,-3.41652577,-4.58489618,-2.90416661
43443601206018,-0.104395906,0.989630594,1.83758102,-3.38300695,-4.52264694,-2.95444485
43443602194255,-0.0990695842,1.00987062,1.85888631,-3.3207577,-4.49391652,-3.01190569
43443603182492,-0.093743262,1.03011064,1.88125686,-3.29681569,-4.43645568,-3.05739552
43443604170729,-0.0873516838,1.05035067,1.90362741,-3.29202728,-4.37181223,-3.12922157
43443605158967,-0.0820253616,1.07165596,1.92706323,-3.25850846,-4.35984122,-3.22738384
43443606148186,-0.0777643038,1.09083072,1.94943378,-3.22498964,-4.321534,-3.29681569
43443607136423,-0.0724379817,1.112136,1.97073907,-3.21541283,-4.24252534,-3.36385333
43443608124661,-0.0671116553,1.13557189,1.99310963,-3.21780703,-4.1826703,-3.4596214
43443609112898,-0.0596548043,1.15794244,2.01548018,-3.19865342,-4.17309349,-3.54820686
43443610101135,-0.0532632176,1.17924773,2.0357202,-3.1723172,-4.13478627,-3.64158073
43443611089372,-0.0458063666,1.20161828,2.05702549,-3.13400997,-4.08929644,-3.73495459
43443612078592,-0.0394147841,1.2250541,2.07939605,-3.11964476,-4.0342298,-3.82114585
43443613066829,-0.0330231954,1.25168571,2.1017666,-3.14119258,-3.99831677,-3.90733711
43443614055067,-0.0255663444,1.27831732,2.12200662,-3.11725056,-4.00071097,-4.00310518
43443615043304,-0.0170442299,1.30388367,2.14224665,-3.09330854,-3.96958635,-4.10845005
43443616031541,-0.00745685053,1.33051528,2.16355194,-3.09091434,-3.90494291,-4.22097753
43443617019778,0.00106526437,1.35821216,2.18379196,-3.10049115,-3.85227047,-4.34068761
43443618008998,0.0106526444,1.3869743,2.20403198,-3.09330854,-3.82114585,-4.42209047
43443618997235,0.0202400243,1.41680157,2.22320674,-3.09570275,-3.76368501,-4.50109912
43443619985472,0.0287621377,1.44769424,2.24557743,-3.11725056,-3.70861837,-4.58489618
43443620973710,0.0362189908,1.4785869,2.26688272,-3.10527955,-3.64876333,-4.68784685
43443621961947,0.0436758419,1.50734904,2.28818801,-3.11246216,-3.57454308,-4.80037433
43443622950184,0.0511326888,1.53824171,2.3094933,-3.14598098,-3.50989963,-4.9009308
43443623939404,0.0596548043,1.57126491,2.33079859,-3.1794998,-3.42370837,-5.00388147
43443624927641,0.0692421842,1.60535337,2.35103861,-3.20104762,-3.35906493,-5.11640895
43443625915878,0.0777643038,1.63837657,2.3723439,-3.23217224,-3.29681569,-5.23133063
43443626904116,0.0862864193,1.6703345,2.39471445,-3.28484468,-3.19386501,-5.3390697
43443627892353,0.0948085265,1.70442296,2.41601974,-3.3183635,-3.11006796,-5.44680878
43443628880590,0.104395906,1.73957669,2.43732503,-3.34469972,-3.04781871,-5.55694205
43443629869810,0.113983286,1.77579568,2.45863032,-3.41173737,-2.99035787,-5.66707533
43443630858047,0.123570666,1.81307994,2.48206614,-3.45243879,-2.95205065,-5.7676318
43443631846284,0.134223311,1.84929893,2.50443669,-3.50032283,-2.91374342,-5.86579407
43443632834521,0.144875963,1.88658318,2.52787251,-3.54581266,-2.83952317,-5.96635054
43443633822759,0.154463343,1.92280217,2.55130832,-3.57454308,-2.77009132,-6.06451281
43443634810996,0.165115988,1.96008643,2.57154835,-3.62003291,-2.72938989,-6.14591566
43443635800216,0.17683388,1.99843595,2.5939189,-3.67988795,-2.66474645,-6.2081649
43443636788453,0.18642126,2.03678547,2.61735472,-3.7565024,-2.5929204,-6.26562574
43443637776690,0.197073904,2.07406972,2.63866001,-3.80199224,-2.55940157,-6.33745179
43443638764927,0.208791813,2.11135398,2.6599653,-3.84987627,-2.52348855,-6.39970104
43443639753165,0.218379193,2.14757297,2.68233585,-3.91930812,-2.46842191,-6.45716188
43443640741402,0.227966573,2.18698775,2.7047064,-3.97437476,-2.41574948,-6.50983431
43443641730621,0.238619217,2.22427201,2.72707696,-4.02465299,-2.35110603,-6.58405457
43443642718859,0.248206597,2.26262166,2.74731698,-4.07253702,-2.28885679,-6.64630381
43443643707096,0.258859241,2.30097118,2.76862227,-4.11084425,-2.21942494,-6.67024583
43443644695333,0.27057715,2.34038597,2.79099282,-4.15154568,-2.1619641,-6.68939944
43443645683570,0.282295076,2.37980075,2.81336311,-4.19942971,-2.12605107,-6.71334146
43443646671808,0.290817191,2.41708501,2.8346684,-4.24491954,-2.09253225,-6.75883129
43443647661027,0.300404571,2.453304,2.85703895,-4.26407316,-2.04225402,-6.80671532
43443648649265,0.311057215,2.49058825,2.87834424,-4.29280358,-1.99197578,-6.82826313
43443649637502,0.320644595,2.52787251,2.897519,-4.3287166,-1.97521637,-6.81629213
43443650625739,0.332362504,2.56622203,2.91775902,-4.34308181,-1.93451494,-6.81629213
43443651613976,0.343015148,2.60350628,2.93799905,-4.37420643,-1.89381351,-6.82586893
43443652602214,0.354733024,2.63972527,2.95930434,-4.39096584,-1.88902511,-6.82347473
43443653591433,0.366450933,2.67594426,2.98060963,-4.38857164,-1.88423671,-6.81150372
43443654579670,0.378168842,2.71109799,2.99978439,-4.40533105,-1.88663091,-6.79713851
43443655567908,0.392017279,2.74625172,3.01789388,-4.42448467,-1.90339032,-6.78756171
43443656556145,0.404800452,2.78140544,3.03706864,-4.45560929,-1.92014973,-6.79235011
43443657544382,0.416518361,2.8165589,3.05411287,-4.46279189,-1.95366855,-6.77080229
43443658532619,0.429301534,2.85064736,3.07009184,-4.4675803,-1.98718738,-6.73010087
43443659521839,0.443149972,2.8826053,3.08500554,-4.52025273,-2.0135236,-6.70615885
43443660510076,0.458063674,2.91349797,3.09991924,-4.55137736,-2.06380183,-6.69897625
43443661498313,0.471912112,2.9454559,3.11376768,-4.57531937,-2.09253225,-6.71812986
43443662486551,0.48576055,2.97741383,3.12655085,-4.6112324,-2.08774385,-6.74207187
43443663474788,0.498543723,3.00937177,3.1372035,-4.60165559,-2.08295544,-6.79235011
43443664463025,0.51239216,3.04026443,3.14892141,-4.6208092,-2.09253225,-6.84023414
43443665452245,0.525175334,3.0711571,3.16063932,-4.69502946,-2.09013805,-6.87135876
43443666440482,0.537958507,3.1041803,3.16916143,-4.74051929,-2.09492645,-6.9168486
43443667428719,0.55074168,3.13613823,3.17768355,-4.76924971,-2.09013805,-6.9288196
43443668416957,0.564590151,3.16916143,3.1851404,-4.79558593,-2.03985981,-6.94318481
43443669405194,0.578438589,3.20218463,3.19472778,-4.81713374,-2.018312,-6.96712683
43443670393431,0.591221762,3.23414256,3.20324989,-4.83149895,-1.99436998,-6.96952103
43443671382651,0.602939671,3.26610049,3.21177201,-4.85065256,-1.91536133,-6.99106885
43443672370888,0.612527051,3.29805843,3.21922886,-4.91529601,-1.86508309,-6.95994423
43443673359125,0.623179695,3.33001636,3.22562045,-4.99669886,-1.82198746,-6.9168486
43443674347362,0.633832339,3.36197429,3.2330773,-5.08289012,-1.77410343,-6.93121381
43443675335600,0.643419719,3.3918017,3.23946888,-5.14035096,-1.78128604,-6.90727179
43443676323837,0.654072364,3.41949857,3.24479521,-5.12837996,-1.67354696,-6.97670364
43443677313057,0.666855537,3.44932598,3.25012153,-5.14274517,-1.53707747,-7.08444271
43443678301294,0.67963871,3.48128391,3.25331732,-5.20260021,-1.46525142,-7.0628949
43443679289531,0.692421883,3.51111131,3.25651311,-5.26963785,-1.40539637,-6.96952103
43443680277768,0.704139726,3.53774293,3.25864364,-5.26484945,-1.3024457,-6.85699355
43443681266006,0.719053428,3.56330927,3.2629047,-5.21696542,-0.988805286,-6.97430944
43443682254243,0.73396713,3.59313668,3.26716576,-5.25766685,-0.73501991,-7.13950935
43443683243462,0.742489245,3.62615987,3.27249208,-5.29836827,-0.703895288,-7.02698187
43443684231700,0.747815568,3.65705254,3.27888367,-5.3294929,-0.670376465,-6.85220515
43443685219937,0.752076625,3.68794521,3.28527525,-5.35582911,-0.524330164,-6.85459935
43443686208174,0.754207154,3.71777262,3.29166684,-5.37258853,-0.359130249,-6.96712683
43443687196411,0.755272419,3.74546949,3.30125422,-5.4803276,-0.320823022,-6.98628044
43443688185631,0.757402947,3.77316637,3.3108416,-5.6263739,-0.237025964,-6.85938776
43443689173868,0.758468212,3.79766745,3.32255951,-5.75805499,-0.0550666382,-6.67264003
43443690162106,0.757402947,3.81897274,3.33427742,-5.86339987,0.0957680664,-6.61996759
43443691150343,0.752076625,3.83921276,3.34493006,-5.9184665,0.313640417,-6.68221683
43443692138580,0.742489245,3.85838752,3.35664797,-5.96635054,0.524330164,-6.73967767
