#seq,cam,ts_ns,file
994,0,173361424020000,c0_000994.gray
994,2,173361423983000,c2_000994.gray
996,0,173361438366000,c0_000996.gray
996,2,173361438328000,c2_000996.gray
1001,0,173361457350000,c0_001001.gray
1001,2,173361457314000,c2_001001.gray
1003,0,173361471703000,c0_001003.gray
1003,2,173361471664000,c2_001003.gray
1007,0,173361490685000,c0_001007.gray
1007,2,173361490649000,c2_001007.gray
1009,0,173361505029000,c0_001009.gray
1009,2,173361504993000,c2_001009.gray
1013,0,173361524016000,c0_001013.gray
1013,2,173361523981000,c2_001013.gray
1016,0,173361538376000,c0_001016.gray
1016,2,173361538349000,c2_001016.gray
1020,0,173361557352000,c0_001020.gray
1020,2,173361557316000,c2_001020.gray
1022,0,173361571675000,c0_001022.gray
1022,2,173361571649000,c2_001022.gray
1026,0,173361590688000,c0_001026.gray
1026,2,173361590651000,c2_001026.gray
1028,0,173361605036000,c0_001028.gray
1028,2,173361604996000,c2_001028.gray
1033,0,173361624020000,c0_001033.gray
1033,2,173361623983000,c2_001033.gray
1035,0,173361638366000,c0_001035.gray
1035,2,173361638330000,c2_001035.gray
1039,0,173361657353000,c0_001039.gray
1039,2,173361657318000,c2_001039.gray
1041,0,173361671696000,c0_001041.gray
1041,2,173361671658000,c2_001041.gray
1045,0,173361690685000,c0_001045.gray
1045,2,173361690648000,c2_001045.gray
1047,0,173361705029000,c0_001047.gray
1047,2,173361704992000,c2_001047.gray
1052,0,173361724019000,c0_001052.gray
1052,2,173361723983000,c2_001052.gray
1054,0,173361738360000,c0_001054.gray
1054,2,173361738322000,c2_001054.gray
1058,0,173361757354000,c0_001058.gray
1058,2,173361757318000,c2_001058.gray
1060,0,173361771696000,c0_001060.gray
1060,2,173361771659000,c2_001060.gray
1064,0,173361790685000,c0_001064.gray
1064,2,173361790651000,c2_001064.gray
1067,0,173361805009000,c0_001067.gray
1067,2,173361804982000,c2_001067.gray
1071,0,173361824021000,c0_001071.gray
1071,2,173361823984000,c2_001071.gray
1073,0,173361838372000,c0_001073.gray
1073,2,173361838333000,c2_001073.gray
1077,0,173361857356000,c0_001077.gray
1077,2,173361857318000,c2_001077.gray
1079,0,173361871687000,c0_001079.gray
1079,2,173361871654000,c2_001079.gray
1083,0,173361890684000,c0_001083.gray
1083,2,173361890651000,c2_001083.gray
1085,0,173361905014000,c0_001085.gray
1085,2,173361904987000,c2_001085.gray
1089,2,173361923986000,c2_001089.gray
1090,0,173361924022000,c0_001090.gray
1092,0,173361938374000,c0_001092.gray
1092,2,173361938335000,c2_001092.gray
1096,0,173361957358000,c0_001096.gray
1096,2,173361957320000,c2_001096.gray
1098,0,173361971694000,c0_001098.gray
1098,2,173361971658000,c2_001098.gray
1102,0,173361990688000,c0_001102.gray
1102,2,173361990653000,c2_001102.gray
1104,0,173362005033000,c0_001104.gray
1104,2,173362004994000,c2_001104.gray
1108,0,173362024025000,c0_001108.gray
1108,2,173362023988000,c2_001108.gray
1111,0,173362038369000,c0_001111.gray
1111,2,173362038328000,c2_001111.gray
1115,0,173362057363000,c0_001115.gray
1115,2,173362057322000,c2_001115.gray
1117,0,173362071703000,c0_001117.gray
1117,2,173362071662000,c2_001117.gray
1121,0,173362090751000,c0_001121.gray
1121,2,173362090714000,c2_001121.gray
1124,0,173362105032000,c0_001124.gray
1124,2,173362104994000,c2_001124.gray
1128,0,173362124031000,c0_001128.gray
1128,2,173362123991000,c2_001128.gray
1130,0,173362138376000,c0_001130.gray
1130,2,173362138329000,c2_001130.gray
1134,0,173362157377000,c0_001134.gray
1134,2,173362157345000,c2_001134.gray
1136,0,173362171685000,c0_001136.gray
1136,2,173362171652000,c2_001136.gray
1139,0,173362190686000,c0_001139.gray
1139,2,173362190653000,c2_001139.gray
1142,0,173362205031000,c0_001142.gray
1142,2,173362204993000,c2_001142.gray
1146,0,173362224026000,c0_001146.gray
1146,2,173362223988000,c2_001146.gray
1148,0,173362238354000,c0_001148.gray
1148,2,173362238327000,c2_001148.gray
1152,0,173362257360000,c0_001152.gray
1152,2,173362257323000,c2_001152.gray
1156,0,173362271664000,c0_001156.gray
1156,2,173362271646000,c2_001156.gray
1163,0,173362290659000,c0_001163.gray
1163,2,173362290643000,c2_001163.gray
1169,0,173362304992000,c0_001169.gray
1169,2,173362304977000,c2_001169.gray
1177,0,173362323990000,c0_001177.gray
1177,2,173362323974000,c2_001177.gray
1183,0,173362338326000,c0_001183.gray
1183,2,173362338311000,c2_001183.gray
1191,0,173362357321000,c0_001191.gray
1191,2,173362357307000,c2_001191.gray
1197,0,173362371658000,c0_001197.gray
1197,2,173362371643000,c2_001197.gray
1205,0,173362390657000,c0_001205.gray
1205,2,173362390642000,c2_001205.gray
1211,0,173362405012000,c0_001211.gray
1211,2,173362405002000,c2_001211.gray
1219,0,173362423989000,c0_001219.gray
1219,2,173362423975000,c2_001219.gray
1224,0,173362438327000,c0_001224.gray
1224,2,173362438311000,c2_001224.gray
1232,0,173362457340000,c0_001232.gray
1232,2,173362457315000,c2_001232.gray
1234,0,173362471693000,c0_001234.gray
1234,2,173362471662000,c2_001234.gray
1238,0,173362490685000,c0_001238.gray
1238,2,173362490655000,c2_001238.gray
1240,0,173362505153000,c0_001240.gray
1240,2,173362505125000,c2_001240.gray
1244,0,173362524283000,c0_001244.gray
1244,2,173362524256000,c2_001244.gray
1246,0,173362538358000,c0_001246.gray
1246,2,173362538329000,c2_001246.gray
1250,0,173362557687000,c0_001250.gray
1250,2,173362557662000,c2_001250.gray
1252,0,173362571699000,c0_001252.gray
1252,2,173362571662000,c2_001252.gray
1256,0,173362590683000,c0_001256.gray
1256,2,173362590652000,c2_001256.gray
1258,0,173362605029000,c0_001258.gray
1258,2,173362604989000,c2_001258.gray
1262,0,173362624028000,c0_001262.gray
1262,2,173362623992000,c2_001262.gray
1265,0,173362638360000,c0_001265.gray
1265,2,173362638325000,c2_001265.gray
1269,0,173362657357000,c0_001269.gray
1269,2,173362657322000,c2_001269.gray
1271,0,173362671692000,c0_001271.gray
1271,2,173362671658000,c2_001271.gray
1275,0,173362690689000,c0_001275.gray
1275,2,173362690657000,c2_001275.gray
1277,0,173362705027000,c0_001277.gray
1277,2,173362704994000,c2_001277.gray
1282,0,173362724021000,c0_001282.gray
1282,2,173362723989000,c2_001282.gray
1284,0,173362738361000,c0_001284.gray
1284,2,173362738326000,c2_001284.gray
1289,0,173362757382000,c0_001289.gray
1289,2,173362757347000,c2_001289.gray
1290,2,173362771663000,c2_001290.gray
1291,0,173362771699000,c0_001291.gray
1295,0,173362790696000,c0_001295.gray
1295,2,173362790660000,c2_001295.gray
1297,0,173362805034000,c0_001297.gray
1297,2,173362804995000,c2_001297.gray
1301,0,173362824023000,c0_001301.gray
1301,2,173362823989000,c2_001301.gray
1304,0,173362838362000,c0_001304.gray
1304,2,173362838327000,c2_001304.gray
